experiment	sequence_project_id	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	D02	LIME1	487	3AT	3	3	NULL	12594
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	E02	ERMAP	52699	3AT	3	3	NULL	8688
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	F02	CXorf66	70565	3AT	3	3	NULL	8868
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	G02	SOWAHB	70750	3AT	3	2	NULL	8760
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	H02	FAM209A	70989	3AT	3	3	NULL	19432
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	A03	KCNN3	13559	3AT	3	3	NULL	15008
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	B03	ANK1	13235	3AT	3	3	NULL	11499
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	C03	C7orf45	1617	3AT	3	3	NULL	2328
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	D03	ZNF774	14269	3AT	3	2	NULL	14862
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	EMD	3535	1	E03	empty_AD	0	3AT	3	0	NULL	1
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	NMNAT1	7675	1	F03	NMNAT1	7675	3AT	3	4	NULL	10142
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	NMNAT1	7675	1	G03	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	H03	LRIF1	333	3AT	3	3	NULL	22776
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	A04	POLR1D	2739	3AT	3	4	NULL	17688
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	B04	XPA	7662	3AT	3	3	NULL	9601
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	C04	RBM48	71288	3AT	3	3	NULL	3755
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	D04	ZIM2	71894	3AT	3	1	NULL	3063
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	E04	STMN3	6710	3AT	3	3	NULL	12439
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	F04	NME4	4351	3AT	3	3	NULL	8430
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	G04	TNNI1	6326	3AT	3	3	NULL	12183
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	H04	WASH3P	11452	3AT	3	3	NULL	10919
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	POLR1C	5431	1	A05	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	RP2	11374	1	B05	OSTF1	5498	3AT	3	3	NULL	14808
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	RP2	11374	1	C05	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	TFG	5933	1	D05	RNF4	100070216	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	TFG	5933	1	E05	empty_AD	0	3AT	3	0	NULL	1
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	CBS	359	1	F05	UBE2I	4616	3AT	3	2	NULL	3052
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	CBS	359	1	G05	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	CBS	359	2	H05	UBE2I	4616	3AT	3	2	NULL	797
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	CBS	359	2	A06	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	BAG3	5066	1	B06	SHISA6	100015467	3AT	3	3	NULL	387
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	BAG3	5066	1	C06	empty_AD	0	3AT	3	3	NULL	3351
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	GRN	2448	1	D06	LCE3E	56828	3AT	3	3	NULL	1282
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	GRN	2448	1	E06	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	STXBP1	7652	2	F06	SYTL4	199	3AT	3	3	NULL	3960
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	STXBP1	7652	2	G06	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	STXBP1	7652	1	H06	SYTL4	199	3AT	3	3	NULL	2399
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	STXBP1	7652	1	A07	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	HLCS	10884	1	B07	ANKRD29	1736	3AT	3	3	NULL	2693
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	HLCS	10884	1	C07	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	3	D07	MBD3L1	71963	3AT	3	3	NULL	7026
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	3	E07	AES	53886	3AT	3	3	NULL	4300
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	3	F07	SYF2	3064	3AT	3	3	NULL	2620
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	3	G07	CCDC74B	14408	3AT	3	3	NULL	3093
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	3	H07	empty_AD	0	3AT	3	3	NULL	7856
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	2	A08	MBD3L1	71963	3AT	3	4	NULL	3881
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	2	B08	AES	53886	3AT	3	1	NULL	632
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	2	C08	SYF2	3064	3AT	3	3	NULL	4274
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	2	D08	CCDC74B	14408	3AT	3	3	NULL	2860
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	2	E08	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	1	F08	MBD3L1	71963	3AT	3	3	NULL	7671
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	1	G08	AES	53886	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	1	H08	SYF2	3064	3AT	3	3	NULL	120
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	1	A09	CCDC74B	14408	3AT	3	3	NULL	4611
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	MLH1	2713	1	B09	empty_AD	0	3AT	3	0	NULL	1
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	ITGB2	4765	1	C09	LHFPL5	2012	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	D_DB	P_AD	ITGB2	4765	1	D09	empty_AD	0	3AT	3	0	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	JAGN1	12527	1	A01	PSCA	13502	LW	1	4	NULL	14201
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	JAGN1	12527	1	B01	empty_AD	0	LW	1	4	NULL	21812
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EBP	2416	1	C01	TMEM14B	14338	LW	1	4	NULL	15856
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EBP	2416	1	D01	empty_AD	0	LW	1	4	NULL	16839
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	E01	CERS4	6602	LW	1	4	NULL	13143
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	F01	ANKS6	12228	LW	1	4	NULL	8245
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	G01	CASC4	12141	LW	1	4	NULL	14500
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	H01	GORAB	12303	LW	1	4	NULL	10143
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	A02	KCNJ18	100080594	LW	1	4	NULL	11379
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	B02	INCA1	56442	LW	1	4	NULL	13481
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	C02	TCF23	70759	LW	1	4	NULL	16886
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	D02	LIME1	487	LW	1	4	NULL	11414
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	E02	ERMAP	52699	LW	1	4	NULL	11788
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	F02	CXorf66	70565	LW	1	4	NULL	9075
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	G02	SOWAHB	70750	LW	1	4	NULL	13050
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	H02	FAM209A	70989	LW	1	4	NULL	6665
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	A03	KCNN3	13559	LW	1	4	NULL	11783
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	B03	ANK1	13235	LW	1	4	NULL	8763
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	C03	C7orf45	1617	LW	1	4	NULL	10951
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	D03	ZNF774	14269	LW	1	4	NULL	2816
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	EMD	3535	1	E03	empty_AD	0	LW	1	4	NULL	13466
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	NMNAT1	7675	1	F03	NMNAT1	7675	LW	1	4	NULL	14599
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	NMNAT1	7675	1	G03	empty_AD	0	LW	1	4	NULL	13239
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	H03	LRIF1	333	LW	1	4	NULL	4640
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	A04	POLR1D	2739	LW	1	4	NULL	10865
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	B04	XPA	7662	LW	1	4	NULL	10008
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	C04	RBM48	71288	LW	1	4	NULL	7192
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	D04	ZIM2	71894	LW	1	4	NULL	7666
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	E04	STMN3	6710	LW	1	4	NULL	4642
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	F04	NME4	4351	LW	1	4	NULL	4998
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	G04	TNNI1	6326	LW	1	4	NULL	7166
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	H04	WASH3P	11452	LW	1	4	NULL	6228
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	POLR1C	5431	1	A05	empty_AD	0	LW	1	4	NULL	11520
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	RP2	11374	1	B05	OSTF1	5498	LW	1	3	NULL	6884
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	RP2	11374	1	C05	empty_AD	0	LW	1	4	NULL	13870
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	TFG	5933	1	D05	RNF4	100070216	LW	1	4	NULL	7994
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	TFG	5933	1	E05	empty_AD	0	LW	1	4	NULL	10029
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	CBS	359	1	F05	UBE2I	4616	LW	1	3	NULL	1362
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	CBS	359	1	G05	empty_AD	0	LW	1	4	NULL	1448
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	CBS	359	2	H05	UBE2I	4616	LW	1	3	NULL	1312
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	CBS	359	2	A06	empty_AD	0	LW	1	4	NULL	4765
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	BAG3	5066	1	B06	SHISA6	100015467	LW	1	4	NULL	2107
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	BAG3	5066	1	C06	empty_AD	0	LW	1	4	NULL	2468
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	GRN	2448	1	D06	LCE3E	56828	LW	1	3	NULL	1219
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	GRN	2448	1	E06	empty_AD	0	LW	1	4	NULL	3796
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	STXBP1	7652	2	F06	SYTL4	199	LW	1	4	NULL	1817
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	STXBP1	7652	2	G06	empty_AD	0	LW	1	4	NULL	3956
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	STXBP1	7652	1	H06	SYTL4	199	LW	1	4	NULL	1261
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	STXBP1	7652	1	A07	empty_AD	0	LW	1	4	NULL	4505
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	HLCS	10884	1	B07	ANKRD29	1736	LW	1	4	NULL	3817
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	HLCS	10884	1	C07	empty_AD	0	LW	1	4	NULL	3169
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	3	D07	MBD3L1	71963	LW	1	4	NULL	2299
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	3	E07	AES	53886	LW	1	4	NULL	2638
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	3	F07	SYF2	3064	LW	1	4	NULL	1870
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	3	G07	CCDC74B	14408	LW	1	4	NULL	1441
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	3	H07	empty_AD	0	LW	1	4	NULL	3185
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	2	A08	MBD3L1	71963	LW	1	4	NULL	1924
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	2	B08	AES	53886	LW	1	4	NULL	1940
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	2	C08	SYF2	3064	LW	1	4	NULL	2432
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	2	D08	CCDC74B	14408	LW	1	4	NULL	2546
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	2	E08	empty_AD	0	LW	1	4	NULL	1620
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	1	F08	MBD3L1	71963	LW	1	4	NULL	3902
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	1	G08	AES	53886	LW	1	4	NULL	3361
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	1	H08	SYF2	3064	LW	1	4	NULL	3646
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	1	A09	CCDC74B	14408	LW	1	4	NULL	3435
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	MLH1	2713	1	B09	empty_AD	0	LW	1	4	NULL	4638
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	ITGB2	4765	1	C09	LHFPL5	2012	LW	1	4	NULL	1109
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	J_DB	C_AD	ITGB2	4765	1	D09	empty_AD	0	LW	1	4	NULL	1413
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	JAGN1	12527	1	A01	PSCA	13502	LW	2	4	NULL	20206
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	JAGN1	12527	1	B01	empty_AD	0	LW	2	4	NULL	15031
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EBP	2416	1	C01	TMEM14B	14338	LW	2	4	NULL	8417
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EBP	2416	1	D01	empty_AD	0	LW	2	4	NULL	14015
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	E01	CERS4	6602	LW	2	4	NULL	7658
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	F01	ANKS6	12228	LW	2	4	NULL	12434
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	G01	CASC4	12141	LW	2	4	NULL	12777
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	H01	GORAB	12303	LW	2	4	NULL	13526
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	A02	KCNJ18	100080594	LW	2	4	NULL	6670
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	B02	INCA1	56442	LW	2	4	NULL	5189
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	C02	TCF23	70759	LW	2	4	NULL	7578
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	D02	LIME1	487	LW	2	4	NULL	15045
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	E02	ERMAP	52699	LW	2	4	NULL	10584
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	F02	CXorf66	70565	LW	2	4	NULL	12777
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	G02	SOWAHB	70750	LW	2	4	NULL	10069
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	H02	FAM209A	70989	LW	2	4	NULL	11114
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	A03	KCNN3	13559	LW	2	4	NULL	10670
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	B03	ANK1	13235	LW	2	4	NULL	3823
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	C03	C7orf45	1617	LW	2	4	NULL	3025
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	D03	ZNF774	14269	LW	2	4	NULL	8186
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	EMD	3535	1	E03	empty_AD	0	LW	2	4	NULL	7618
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	NMNAT1	7675	1	F03	NMNAT1	7675	LW	2	4	NULL	13057
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	NMNAT1	7675	1	G03	empty_AD	0	LW	2	4	NULL	12700
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	H03	LRIF1	333	LW	2	4	NULL	10255
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	A04	POLR1D	2739	LW	2	4	NULL	5080
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	B04	XPA	7662	LW	2	4	NULL	1418
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	C04	RBM48	71288	LW	2	4	NULL	3294
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	D04	ZIM2	71894	LW	2	4	NULL	1931
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	E04	STMN3	6710	LW	2	4	NULL	6359
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	F04	NME4	4351	LW	2	4	NULL	5047
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	G04	TNNI1	6326	LW	2	4	NULL	6550
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	H04	WASH3P	11452	LW	2	4	NULL	5063
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	POLR1C	5431	1	A05	empty_AD	0	LW	2	4	NULL	4221
