experiment	sequence_project_id	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	CBS	359	1	A01	PIAS2	6490	LW	1	4	NULL	2
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	CBS	359	1	B01	empty_AD	0	LW	1	4	NULL	12185
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	CBS	359	2	C01	PIAS2	6490	LW	1	4	NULL	10047
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	CBS	359	2	D01	empty_AD	0	LW	1	4	NULL	13615
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	CBS	359	3	E01	PIAS2	6490	LW	1	4	NULL	20414
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	CBS	359	3	F01	empty_AD	0	LW	1	4	NULL	20399
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	CBS	359	4	G01	PIAS2	6490	LW	1	4	NULL	14587
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	CBS	359	4	H01	empty_AD	0	LW	1	4	NULL	15941
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	1	A02	PIAS2	6490	LW	1	4	NULL	28749
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	1	B02	KRT33B	6802	LW	1	4	NULL	13292
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	1	C02	POLR2G	71987	LW	1	4	NULL	20314
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	1	D02	empty_AD	0	LW	1	4	NULL	24456
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	2	E02	PIAS2	6490	LW	1	4	NULL	23637
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	2	F02	KRT33B	6802	LW	1	4	NULL	23357
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	2	G02	POLR2G	71987	LW	1	4	NULL	23191
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	2	H02	empty_AD	0	LW	1	4	NULL	22729
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	3	A03	PIAS2	6490	LW	1	4	NULL	19858
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	3	B03	KRT33B	6802	LW	1	4	NULL	22149
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	3	C03	POLR2G	71987	LW	1	2	NULL	18821
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	3	D03	empty_AD	0	LW	1	4	NULL	23474
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	4	E03	PIAS2	6490	LW	1	4	NULL	2535
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	4	F03	KRT33B	6802	LW	1	4	NULL	26521
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	4	G03	POLR2G	71987	LW	1	4	NULL	17902
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	4	H03	empty_AD	0	LW	1	4	NULL	25430
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	5	A04	PIAS2	6490	LW	1	4	NULL	25196
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	5	B04	KRT33B	6802	LW	1	4	NULL	26829
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	5	C04	POLR2G	71987	LW	1	2	NULL	22339
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	DES	12573	5	D04	empty_AD	0	LW	1	4	NULL	26499
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	HBB	5808	1	E04	HBA1	2794	LW	1	4	NULL	61451
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	HBB	5808	1	F04	empty_AD	0	LW	1	4	NULL	56602
