experiment	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	db_aa_score	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	A08	TFIP11	5894	LW	1	0	4	42085	33471
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	C08	TRIM54	55664	LW	1	0	4	17936	14745
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	A09	empty-AD	0	LW	1	0	4	46295	35589
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	LIG4	1884	1	H08	XRCC4	7515	LW	1	4	4	64362	9527
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	LIG4	1884	1	A09	empty-AD	0	LW	1	4	4	40490	2095
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	B07	AP1B1	100000476	LW	1	0	4	20299	14594
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	D04	AP1B1	100000476	LW	1	3	4	25411	17940
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	G05	AP1B1	100000476	LW	1	0	4	25421	16233
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	B04	AP2B1	4761	LW	1	3	4	17166	12164
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	H06	AP2B1	4761	LW	1	0	4	47499	33492
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	E05	AP2B1	4761	LW	1	0	4	24227	15315
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	F04	MAGEA8	6552	LW	1	3	4	11770	8323
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	A06	MAGEA8	6552	LW	1	0	4	24830	15235
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	D07	MAGEA8	6552	LW	1	0	4	38199	27520
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	B06	MYOG	11922	LW	1	0	4	16575	9933
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	E07	MYOG	11922	LW	1	0	4	33090	23410
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	G04	MYOG	11922	LW	1	3	4	27647	19643
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	H03	NFIX	53964	LW	1	3	4	45909	31571
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	F06	NFIX	53964	LW	1	0	4	48993	34230
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	C05	NFIX	53964	LW	1	0	4	36070	22380
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	G03	PER2	40080658	LW	1	3	4	15531	10751
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	E06	PER2	40080658	LW	1	0	4	29178	20122
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	B05	PER2	40080658	LW	1	0	4	16752	11104
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	A07	PPP1R13B	70264	LW	1	0	4	48661	33734
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	C04	PPP1R13B	70264	LW	1	3	4	33459	23506
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	F05	PPP1R13B	70264	LW	1	0	4	22872	14337
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	C07	PTPN3	54341	LW	1	0	4	20307	14261
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	E04	PTPN3	54341	LW	1	3	4	42970	29647
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	H05	PTPN3	54341	LW	1	0	4	24373	15758
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	D05	SPERT	1611	LW	1	0	4	5032	2542
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	G06	SPERT	1611	LW	1	0	4	18258	13548
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	A04	SPERT	1611	LW	1	3	4	46712	32177
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	A05	ZNF212	2500	LW	1	0	4	40588	24588
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	F03	ZNF212	2500	LW	1	3	4	22103	15257
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	D06	ZNF212	2500	LW	1	0	4	37766	26973
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	1	F07	empty-AD	0	LW	1	0	4	32608	23236
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	2	C06	empty-AD	0	LW	1	0	4	31849	20409
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	MLH1	2713	3	H04	empty-AD	0	LW	1	3	4	31301	21793
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	G01	BICRAL	54625	LW	1	0	4	58908	42302
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	B02	NPAS2	70947	LW	1	0	4	51587	37788
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	C02	RAD23A	7058	LW	1	0	4	28675	21636
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	H01	RAD23B	150	LW	1	0	4	69538	49770
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	D01	TCF12	11648	LW	1	0	4	54579	38532
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	A02	TRAFD1	3799	LW	1	0	4	58239	41759
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	E01	TRIM54	55664	LW	1	0	4	53122	37834
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	D02	UBQLN1	2261	LW	1	0	4	41847	30719
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	F01	VMAC	71503	LW	1	0	4	61060	44963
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	NGLY1	5221	1	E02	empty-AD	0	LW	1	0	4	50371	36914
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	NMNAT1	7675	1	A04	KPNA3	2347	LW	1	0	4	64635	57203
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	NMNAT1	7675	1	H03	NMNAT1	7675	LW	1	0	4	68487	61357
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	NMNAT1	7675	1	B04	empty-AD	0	LW	1	0	4	54662	49556
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	PCYT1A	11386	1	H08	MAGEA3	100009500	LW	1	0	4	45369	38350
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	PCYT1A	11386	1	G08	PCYT1A	11386	LW	1	0	4	46929	38327
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	PCYT1A	11386	1	F08	PCYT1B	71081	LW	1	0	4	46383	38012
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	PCYT1A	11386	1	A09	empty-AD	0	LW	1	0	4	46020	36374
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	PHYH	2156	1	E04	MAGEA11	4361	LW	1	0	4	54878	46521
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	PHYH	2156	1	F04	empty-AD	0	LW	1	0	4	25638	21746
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	B05	CCDC14	2304	LW	1	0	4	9130	5105
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	H05	CNTROB	12626	LW	1	0	4	6683	2125
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	C05	COL17A1	100068264	LW	1	0	4	54053	32102
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	G06	DVL3	9635	LW	1	0	4	7981	4718
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	D06	IKZF1	2940	LW	1	0	4	4149	1900
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	G05	KANK2	14983	LW	1	0	4	66880	38266
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	F05	KLHL12	4623	LW	1	0	4	46264	24810
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	B06	MCC	100067112	LW	1	0	4	7653	3548
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	C06	PICK1	100000407	LW	1	0	4	31293	19390
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	D05	TBC1D1	10585	LW	1	0	4	5110	1407
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	H06	TNIP1	7045	LW	1	0	4	10340	4010
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	A06	TRIM37	2078	LW	1	0	4	32718	19240
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	E05	XRCC4	7515	LW	1	0	4	7975	4802
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	F06	ZBTB14	53025	LW	1	0	4	28563	17083
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	E06	ZNF639	753	LW	1	0	4	20563	11221
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PNKP	9905	1	A07	empty-AD	0	LW	1	0	4	33935	18940
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	E06	BIRC7	7606	LW	1	0	4	43585	38058
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	F05	CCDC33	8359	LW	1	0	4	41119	36123
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	D05	EFHC2	2098	LW	1	0	4	20218	17828
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	G06	GAS8	71876	LW	1	0	4	20952	18433
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	D06	GOLGA6L9	10460	LW	1	0	4	28464	25117
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	B06	IKZF3	10016	LW	1	0	4	39625	34180
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	C06	KCTD1	14221	LW	1	0	4	55478	47158
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	H07	KCTD13	2245	LW	1	0	4	50188	43605
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	G07	KRT75	100064207	LW	1	0	4	39457	34372
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	B08	KRT76	100068229	LW	1	0	4	37610	32983
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	E05	LZTS1	100069938	LW	1	0	4	43747	38184
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	B05	MKRN3	13561	LW	1	0	4	32978	29068
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	C07	NME1	3125	LW	1	0	4	52058	45286
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	E07	POLR1D	2739	LW	1	0	4	31562	27698
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	F07	POLR2J	12801	LW	1	0	4	30563	27063
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	D07	SMN2	66	LW	1	0	4	26885	23704
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	A07	SPERT	1611	LW	1	0	4	61139	52485
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	H05	TAX1BP1	11567	LW	1	0	4	39569	34337
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	F06	TFIP11	5894	LW	1	0	4	46623	39803
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	H06	TNFAIP1	4622	LW	1	0	4	56550	47974
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	B07	TRIM14	4976	LW	1	0	4	42448	37061
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	A06	USP54	54957	LW	1	0	4	50904	42331
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	C05	ZBED1	201	LW	1	0	4	58018	49674
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	G05	ZIM2	71894	LW	1	0	4	61899	50777
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	A08	ZRANB1	100016009	LW	1	0	4	58266	49219
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	POLR1C	5431	1	C08	empty-AD	0	LW	1	0	4	48203	41894
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PRF1	12025	1	F07	CYSRT1	13662	LW	1	0	4	2024	606
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PRF1	12025	1	G07	empty-AD	0	LW	1	0	4	29836	20305
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PSAP	4252	1	C07	APPBP2	820	LW	1	2	4	40081	23934
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PSAP	4252	1	D07	PEX5	3037	LW	1	2	4	10673	4694
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PSAP	4252	1	B07	ZBED1	201	LW	1	2	4	40348	23223
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	PSAP	4252	1	E07	empty-AD	0	LW	1	2	4	19368	9696
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	RP2	11374	1	D08	OSTF1	5498	LW	1	0	4	64433	57023
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	RP2	11374	1	E08	empty-AD	0	LW	1	0	4	25514	23216
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	SEC23B	5053	1	G07	SEC24D	10125	LW	1	0	4	35711	25445
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	SEC23B	5053	1	H07	empty-AD	0	LW	1	0	4	46072	32656
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	SOX10	4177	1	C04	CRX	3015	LW	1	0	4	7522	6322
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	SOX10	4177	1	B04	POU6F2	100016215	LW	1	0	0	14	0
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	SOX10	4177	1	D04	empty-AD	0	LW	1	0	4	579	439
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	STAT3	3224	1	A08	BMX	842	LW	1	4	4	43286	31867
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	STAT3	3224	1	B08	empty-AD	0	LW	1	4	4	17110	12763
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	STXBP1	7652	2	D11	STX5	7233	LW	1	0	4	15709	12301
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	STXBP1	7652	1	G11	STX5	7233	LW	1	0	4	40164	31923
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	STXBP1	7652	2	E11	TRIM38	2522	LW	1	0	4	40758	31670
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	STXBP1	7652	1	H11	TRIM38	2522	LW	1	0	4	20231	15698
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	STXBP1	7652	1	A12	empty-AD	0	LW	1	0	4	38518	29448
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	STXBP1	7652	2	F11	empty-AD	0	LW	1	0	4	3023	2309
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	SUCLA2	1598	1	D03	AGTRAP	7845	LW	1	3	4	39337	25096
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	SUCLA2	1598	1	E03	CMTM5	869	LW	1	3	4	51627	27381
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	SUCLA2	1598	1	F03	empty-AD	0	LW	1	3	4	22143	16657
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	TFG	5933	1	G09	BOLL	9846	LW	1	0	4	57745	50295
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	TFG	5933	1	C10	CEP55	4717	LW	1	0	4	42497	37175
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	TFG	5933	1	D10	MAGED1	9625	LW	1	0	4	50811	44474
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	TFG	5933	1	B10	MAPK1IP1L	7591	LW	1	0	4	49707	43741
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	TFG	5933	1	F09	PLEKHG4	71027	LW	1	0	4	19066	16901
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	TFG	5933	1	A10	SF3B4	4249	LW	1	0	4	45406	39727
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	TFG	5933	1	H09	TFG	5933	LW	1	0	4	45995	40005
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	TFG	5933	1	E10	empty-AD	0	LW	1	0	4	41275	35968
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	TGFBI	3543	1	F02	S100P	2693	LW	1	0	4	47937	36006
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	TGFBI	3543	1	G02	empty-AD	0	LW	1	0	4	31830	24044
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	TGM1	100011404	1	F08	TGM1	100011404	LW	1	1	4	7908	3959
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	TGM1	100011404	1	G08	empty-AD	0	LW	1	1	4	11557	7101
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	WWOX	3672	1	H01	ARRDC3	208	LW	1	0	4	65372	53492
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	WWOX	3672	1	G01	DAZAP2	3598	LW	1	0	4	63926	51823
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	WWOX	3672	1	A02	empty-AD	0	LW	1	0	4	56061	45923
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	ACTN4	5082	1	B09	MYOZ2	5651	3AT	2	0	0	39	0
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	ACTN4	5082	1	C09	empty-AD	0	3AT	2	0	0	19	0
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	AIPL1	7167	1	D09	PLSCR3	6963	3AT	2	0	1	29788	26110
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	AIPL1	7167	1	E09	empty-AD	0	3AT	2	0	0	33	2
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	ASPA	8459	1	C04	ACY3	2837	3AT	2	0	1	63334	57178
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	ASPA	8459	1	D04	empty-AD	0	3AT	2	0	0	48	0
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	C10	ATN1	100070339	3AT	2	3	4	22422	3786
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	E09	DAZAP2	3598	3AT	2	3	4	26053	1954
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	C09	DVL1	11572	3AT	2	3	3	38018	4709
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	A10	HSPB8	4066	3AT	2	3	4	5298	3792
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	B10	MAGED1	9625	3AT	2	3	4	9940	4494
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	G09	PDE9A	3048	3AT	2	3	4	12754	4762
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	B09	PTPN21	100068246	3AT	2	3	4	42384	4993
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	H09	RUNX1	70610	3AT	2	3	3	15654	1881
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	F09	TP53BP2	55351	3AT	2	3	4	48262	983
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	D09	TRIP6	3907	3AT	2	3	0	16	0
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BAG3	5066	1	D10	empty-AD	0	3AT	2	3	1	61139	51
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BSCL2	6644	1	H03	CYSRT1	13662	3AT	2	0	0	93	0
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BSCL2	6644	1	G03	HOXA1	10057	3AT	2	0	0	70	0
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	BSCL2	6644	1	A04	empty-AD	0	3AT	2	0	0	49	2
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	CFAP410	12657	1	B09	GMCL1	4516	3AT	2	0	3	37087	34123
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	CFAP410	12657	1	C09	empty-AD	0	3AT	2	0	0	41	0
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	CFP	7637	1	G04	CYSRT1	13662	3AT	2	0	2	4576	3863
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	CFP	7637	1	H04	GEMIN4	100067498	3AT	2	0	2	5381	4506
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	CFP	7637	1	A05	empty-AD	0	3AT	2	0	0	24	0
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	COQ8A	4043	1	D12	AGTRAP	7845	3AT	2	0	4	20781	16745
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	COQ8A	4043	1	A01	CMTM5	869	3AT	2	0	3	25430	19725
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	COQ8A	4043	1	C12	MAL2	581	3AT	2	0	1	16480	12507
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	COQ8A	4043	1	B01	RABAC1	4757	3AT	2	0	1	43986	34938
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	COQ8A	4043	1	B12	REEP6	2845	3AT	2	0	1	1586	1046
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	COQ8A	4043	1	F12	SH3GLB1	4480	3AT	2	0	1	10334	8238
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	COQ8A	4043	1	E12	TFIP11	5894	3AT	2	0	2	20359	16584
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	COQ8A	4043	1	C01	empty-AD	0	3AT	2	0	0	67	1
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	CTCF	6173	1	H02	TRAF2	9637	3AT	2	3	0	46	0
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	CTCF	6173	1	A03	empty-AD	0	3AT	2	3	0	20	0
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	DNMT3A	11403	1	D09	MDFI	5143	3AT	2	0	0	16	0
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	DNMT3A	11403	1	E09	empty-AD	0	3AT	2	0	1	205	113
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	EEF1A2	3146	1	B03	TTLL12	3479	3AT	2	0	0	44	0
HsVcPPIP01a1	32W22Q_5_sample_5	J_DB	D_AD	EEF1A2	3146	1	C03	empty-AD	0	3AT	2	0	0	42	0
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	G02	BANF1	5772	3AT	2	0	3	49431	43246
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	D02	CATSPER1	1769	3AT	2	0	4	67293	58891
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	E03	CCDC155	9267	3AT	2	0	4	46990	41223
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	F03	FATE1	1868	3AT	2	0	4	61252	54367
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	B03	GRAMD2A	100064217	3AT	2	0	4	63568	56384
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	A03	HSF2BP	100070143	3AT	2	0	4	57536	50356
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	B02	LUZP4	56463	3AT	2	0	1	17207	15720
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	D03	MEOX1	13795	3AT	2	0	1	134	81
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	C03	MEOX2	824	3AT	2	0	1	613	438
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	E02	REL	53942	3AT	2	0	3	56002	48935
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	C02	STX1A	12260	3AT	2	0	4	59036	50739
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	F02	TRAF3IP3	54647	3AT	2	0	3	31519	27383
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	H02	ZNF398	10556	3AT	2	0	3	86879	75742
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB	D_AD	EMD	3535	1	G03	empty-AD	0	3AT	2	0	0	78	4
HsVcPPIP01a1	32W22Q_8_sample_8	J_DB	D_AD	EZH2	143	2	D03	EED	14891	3AT	2	0	2	29846	22493
