experiment	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	db_aa_score	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	B06	MCC	100067112	3AT	1	0	3	50462	40107
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	C06	PICK1	100000407	3AT	1	0	3	50665	41276
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	D05	TBC1D1	10585	3AT	1	0	4	28783	22768
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	H06	TNIP1	7045	3AT	1	0	4	34656	27919
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	A06	TRIM37	2078	3AT	1	0	4	33778	27037
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	E05	XRCC4	7515	3AT	1	0	4	17045	13926
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	F06	ZBTB14	53025	3AT	1	0	3	41851	32994
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	E06	ZNF639	753	3AT	1	0	3	14046	11215
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PNKP	9905	1	A07	empty-AD	0	3AT	1	0	0	1522	6
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	E06	BIRC7	7606	3AT	1	0	3	38935	33759
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	F05	CCDC33	8359	3AT	1	0	2	54203	46934
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	D05	EFHC2	2098	3AT	1	0	1	30903	26972
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	G06	GAS8	71876	3AT	1	0	1	42500	36999
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	D06	GOLGA6L9	10460	3AT	1	0	4	57657	49985
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	B06	IKZF3	10016	3AT	1	0	4	59031	51041
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	C06	KCTD1	14221	3AT	1	0	2	46123	40499
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	H07	KCTD13	2245	3AT	1	0	1	24412	21451
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	G07	KRT75	100064207	3AT	1	0	3	49449	42920
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	B08	KRT76	100068229	3AT	1	0	1	37148	32414
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	E05	LZTS1	100069938	3AT	1	0	4	45215	39150
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	B05	MKRN3	13561	3AT	1	0	1	18652	16273
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	C07	NME1	3125	3AT	1	0	3	56831	49147
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	E07	POLR1D	2739	3AT	1	0	4	46844	40541
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	F07	POLR2J	12801	3AT	1	0	4	51997	45028
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	D07	SMN2	66	3AT	1	0	1	30055	26950
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	A07	SPERT	1611	3AT	1	0	3	60024	52558
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	H05	TAX1BP1	11567	3AT	1	0	3	54396	46966
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	F06	TFIP11	5894	3AT	1	0	4	57786	49617
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	H06	TNFAIP1	4622	3AT	1	0	1	63876	56528
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	B07	TRIM14	4976	3AT	1	0	2	56907	49386
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	A06	USP54	54957	3AT	1	0	3	55284	47451
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	C05	ZBED1	201	3AT	1	0	4	51172	44127
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	G05	ZIM2	71894	3AT	1	0	1	2459	2196
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	A08	ZRANB1	100016009	3AT	1	0	1	35	5
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	POLR1C	5431	1	C08	empty-AD	0	3AT	1	0	0	17	3
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PRF1	12025	1	F07	CYSRT1	13662	3AT	1	0	0	422	0
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PRF1	12025	1	G07	empty-AD	0	3AT	1	0	0	70	0
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PSAP	4252	1	C07	APPBP2	820	3AT	1	2	1	83581	38
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PSAP	4252	1	D07	PEX5	3037	3AT	1	2	1	110854	65
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PSAP	4252	1	B07	ZBED1	201	3AT	1	2	1	84156	96
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	PSAP	4252	1	E07	empty-AD	0	3AT	1	2	1	20947	46
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	RP2	11374	1	D08	OSTF1	5498	3AT	1	0	4	68146	59634
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	RP2	11374	1	E08	empty-AD	0	3AT	1	0	0	16	0
HsVcPPIP01a1	32W22Q_7_sample_7	J_DB	D_AD	SEC23B	5053	1	G07	SEC24D	10125	3AT	1	0	4	25603	18760
HsVcPPIP01a1	32W22Q_7_sample_7	J_DB	D_AD	SEC23B	5053	1	H07	empty-AD	0	3AT	1	0	0	195	4
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	SOX10	4177	1	C04	CRX	3015	3AT	1	0	2	17727	14421
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	SOX10	4177	1	B04	POU6F2	100016215	3AT	1	0	0	168	0
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	SOX10	4177	1	D04	empty-AD	0	3AT	1	0	0	35	0
HsVcPPIP01a1	32W22Q_7_sample_7	J_DB	D_AD	STAT3	3224	1	A08	BMX	842	3AT	1	4	4	33504	24178
HsVcPPIP01a1	32W22Q_7_sample_7	J_DB	D_AD	STAT3	3224	1	B08	empty-AD	0	3AT	1	4	4	33142	24494
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	STXBP1	7652	1	G11	STX5	7233	3AT	1	0	3	24297	17406
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	STXBP1	7652	2	D11	STX5	7233	3AT	1	0	2	27087	21234
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	STXBP1	7652	1	H11	TRIM38	2522	3AT	1	0	4	26214	19387
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	STXBP1	7652	2	E11	TRIM38	2522	3AT	1	0	4	32746	25615
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	STXBP1	7652	2	F11	empty-AD	0	3AT	1	0	0	148	0
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	STXBP1	7652	1	A12	empty-AD	0	3AT	1	0	0	830	1
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	SUCLA2	1598	1	D03	AGTRAP	7845	3AT	1	3	2	18189	2372
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	SUCLA2	1598	1	E03	CMTM5	869	3AT	1	3	3	47937	2252
HsVcPPIP01a1	32W22Q_4_sample_4	J_DB	D_AD	SUCLA2	1598	1	F03	empty-AD	0	3AT	1	3	2	51252	162
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	TFG	5933	1	G09	BOLL	9846	3AT	1	0	3	35749	30903
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	TFG	5933	1	C10	CEP55	4717	3AT	1	0	4	37204	32339
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	TFG	5933	1	D10	MAGED1	9625	3AT	1	0	4	58092	50617
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	TFG	5933	1	B10	MAPK1IP1L	7591	3AT	1	0	3	31855	28235
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	TFG	5933	1	F09	PLEKHG4	71027	3AT	1	0	0	22	0
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	TFG	5933	1	A10	SF3B4	4249	3AT	1	0	4	10654	9500
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	TFG	5933	1	H09	TFG	5933	3AT	1	0	3	26163	23024
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	TFG	5933	1	E10	empty-AD	0	3AT	1	0	0	8	0
HsVcPPIP01a1	32W22Q_7_sample_7	J_DB	D_AD	TGFBI	3543	1	F02	S100P	2693	3AT	1	0	0	144	2
HsVcPPIP01a1	32W22Q_7_sample_7	J_DB	D_AD	TGFBI	3543	1	G02	empty-AD	0	3AT	1	0	0	294	1
HsVcPPIP01a1	32W22Q_7_sample_7	J_DB	D_AD	TGM1	100011404	1	F08	TGM1	100011404	3AT	1	1	4	9145	464
HsVcPPIP01a1	32W22Q_7_sample_7	J_DB	D_AD	TGM1	100011404	1	G08	empty-AD	0	3AT	1	1	1	35539	24456
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	WWOX	3672	1	H01	ARRDC3	208	3AT	1	0	2	63586	56232
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	WWOX	3672	1	G01	DAZAP2	3598	3AT	1	0	3	23673	21082
HsVcPPIP01a1	32W22Q_1_sample_1	J_DB	D_AD	WWOX	3672	1	A02	empty-AD	0	3AT	1	0	0	49	0
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	ACTN4	5082	1	B09	MYOZ2	5651	LW	1	0	4	10792	3069
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	ACTN4	5082	1	C09	empty-AD	0	LW	1	0	4	17247	5641
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	AIPL1	7167	1	D09	PLSCR3	6963	LW	1	0	4	20009	17559
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	AIPL1	7167	1	E09	empty-AD	0	LW	1	0	4	5854	5196
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	ASPA	8459	1	C04	ACY3	2837	LW	1	0	4	64617	55939
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	ASPA	8459	1	D04	empty-AD	0	LW	1	0	4	43896	38415
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	C10	ATN1	100070339	LW	1	3	4	28931	15977
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	E09	DAZAP2	3598	LW	1	3	4	4948	1180
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	C09	DVL1	11572	LW	1	3	4	12568	5894
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	A10	HSPB8	4066	LW	1	3	4	7615	4273
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	B10	MAGED1	9625	LW	1	3	4	9930	3598
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	G09	PDE9A	3048	LW	1	3	4	11278	5151
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	B09	PTPN21	100068246	LW	1	3	4	14677	7490
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	H09	RUNX1	70610	LW	1	3	4	3517	1383
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	F09	TP53BP2	55351	LW	1	3	4	1631	516
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	D09	TRIP6	3907	LW	1	3	0	23	0
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BAG3	5066	1	D10	empty-AD	0	LW	1	3	4	8225	3520
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BSCL2	6644	1	H03	CYSRT1	13662	LW	1	0	4	23173	9407
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BSCL2	6644	1	G03	HOXA1	10057	LW	1	0	4	21436	11012
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	BSCL2	6644	1	A04	empty-AD	0	LW	1	0	4	84915	40749
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	CFAP410	12657	1	B09	GMCL1	4516	LW	1	0	4	15636	10046
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	CFAP410	12657	1	C09	empty-AD	0	LW	1	0	4	7145	4718
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	CFP	7637	1	G04	CYSRT1	13662	LW	1	0	4	1221	974
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	CFP	7637	1	H04	GEMIN4	100067498	LW	1	0	4	5464	4633
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	CFP	7637	1	A05	empty-AD	0	LW	1	0	4	65334	45071
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	COQ8A	4043	1	D12	AGTRAP	7845	LW	1	0	4	33231	25416
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	COQ8A	4043	1	A01	CMTM5	869	LW	1	0	4	62656	48822
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	COQ8A	4043	1	C12	MAL2	581	LW	1	0	4	17453	13697
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	COQ8A	4043	1	B01	RABAC1	4757	LW	1	0	4	49332	38165
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	COQ8A	4043	1	B12	REEP6	2845	LW	1	0	4	38358	28831
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	COQ8A	4043	1	F12	SH3GLB1	4480	LW	1	0	4	17904	13618
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	COQ8A	4043	1	E12	TFIP11	5894	LW	1	0	4	16792	13263
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	COQ8A	4043	1	C01	empty-AD	0	LW	1	0	4	40631	30683
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	CTCF	6173	1	H02	TRAF2	9637	LW	1	3	4	33616	0
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	CTCF	6173	1	A03	empty-AD	0	LW	1	3	4	21919	0
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	DNMT3A	11403	1	D09	MDFI	5143	LW	1	0	4	26105	17726
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	DNMT3A	11403	1	E09	empty-AD	0	LW	1	0	4	27866	19018
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	EEF1A2	3146	1	B03	TTLL12	3479	LW	1	0	4	52891	35127
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	EEF1A2	3146	1	C03	empty-AD	0	LW	1	0	4	49985	33975
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	G02	BANF1	5772	LW	1	0	4	59548	50778
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	D02	CATSPER1	1769	LW	1	0	4	33404	29897
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	E03	CCDC155	9267	LW	1	0	4	55619	48549
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	F03	FATE1	1868	LW	1	0	4	32010	28532
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	B03	GRAMD2A	100064217	LW	1	0	4	36294	32426
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	A03	HSF2BP	100070143	LW	1	0	4	49034	42921
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	B02	LUZP4	56463	LW	1	0	4	56933	50789
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	D03	MEOX1	13795	LW	1	0	4	23013	20631
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	C03	MEOX2	824	LW	1	0	4	41703	36917
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	E02	REL	53942	LW	1	0	4	51055	44421
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	C02	STX1A	12260	LW	1	0	4	34674	31139
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	F02	TRAF3IP3	54647	LW	1	0	4	60901	53878
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	H02	ZNF398	10556	LW	1	0	4	53281	46878
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	EMD	3535	1	G03	empty-AD	0	LW	1	0	4	54294	47863
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	EZH2	143	2	D03	EED	14891	LW	1	0	4	19984	13384
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	EZH2	143	1	B03	EED	14891	LW	1	0	4	39346	28376
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	EZH2	143	2	E03	empty-AD	0	LW	1	0	4	21195	11426
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	EZH2	143	1	C03	empty-AD	0	LW	1	0	4	40681	29169
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	H01	AGTRAP	7845	LW	1	0	4	46194	36746
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	D02	AP1B1	100000476	LW	1	0	4	23747	19497
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	C02	APPL1	1919	LW	1	0	4	35006	28538
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	E02	BACH2	100066339	LW	1	0	4	44633	35805
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	B01	BANP	6534	LW	1	0	4	51506	40869
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	G02	CMTM5	869	LW	1	0	4	22072	18012
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	G01	CYSRT1	13662	LW	1	0	4	51484	41024
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	E01	DPH2	727	LW	1	0	4	51289	41834
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	F02	DVL3	9635	LW	1	0	4	66116	53913
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	A02	FHL5	1853	LW	1	0	4	51403	41439
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	B02	KRT40	54668	LW	1	0	4	71515	58399
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	H02	KRTAP10-8	56717	LW	1	0	4	30207	24617
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	F01	RCBTB2	8487	LW	1	0	4	67876	55093
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	C01	RIMBP3C	2332	LW	1	0	4	53164	42313
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	D01	TRIP6	3907	LW	1	0	0	45	2
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	FARS2	12653	1	A03	empty-AD	0	LW	1	0	4	48088	38745
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	FBP1	2654	1	G04	FBP1	2654	LW	1	3	4	29398	26054
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	FBP1	2654	1	H04	FBP2	53836	LW	1	3	4	48089	40923
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	FBP1	2654	1	A05	empty-AD	0	LW	1	3	4	78763	47463
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GATA2	7035	1	E04	CYSRT1	13662	LW	1	3	4	12829	126
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GATA2	7035	1	F04	empty-AD	0	LW	1	3	4	3500	1
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	3	A11	DES	12573	LW	1	0	4	32149	27492
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	2	G11	DES	12573	LW	1	0	4	38029	29746
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	1	E12	DES	12573	LW	1	0	4	24074	20939
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	1	B12	HOMEZ	54692	LW	1	0	4	34652	29210
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	2	D11	HOMEZ	54692	LW	1	0	4	32628	25089
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	3	F10	HOMEZ	54692	LW	1	0	4	9264	8335
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	3	B11	KRT15	4105	LW	1	0	4	30988	26807
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	2	H11	KRT15	4105	LW	1	0	4	26649	21313
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	1	F12	KRT15	4105	LW	1	0	4	42957	36964
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	1	D12	TFIP11	5894	LW	1	0	4	46873	40120
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	2	F11	TFIP11	5894	LW	1	0	4	3960	2454
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	3	H10	TFIP11	5894	LW	1	0	4	4582	4094
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	1	C12	VIM	69	LW	1	0	4	33501	28979
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	3	G10	VIM	69	LW	1	0	4	38755	33401
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	2	E11	VIM	69	LW	1	0	4	39232	31099
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	2	A12	empty-AD	0	LW	1	0	4	50373	39620
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GFAP	2920	1	A01	empty-AD	0	LW	1	0	4	60500	50382
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	GFAP	2920	3	C11	empty-AD	0	LW	1	0	4	43954	38058
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GRN	2448	1	G10	CYSRT1	13662	LW	1	0	4	7078	4857
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GRN	2448	1	E10	HOXA1	10057	LW	1	0	4	7443	5207
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GRN	2448	1	F10	LCE1D	100064144	LW	1	0	4	2236	1020
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GRN	2448	1	B11	MEOX2	824	LW	1	0	4	3774	1968
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GRN	2448	1	A11	NUFIP2	56924	LW	1	0	4	15729	11112
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GRN	2448	1	H10	OTX1	5285	LW	1	0	4	2653	1368
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	GRN	2448	1	C11	empty-AD	0	LW	1	0	4	24494	17637
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	HSPB8	4066	1	E01	BAG3	5066	LW	1	4	4	70521	62861
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	HSPB8	4066	1	F01	empty-AD	0	LW	1	4	4	76545	68596
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	ITGB2	4765	1	C08	APOL2	4309	LW	1	0	4	10963	6940
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	ITGB2	4765	1	D08	NOTCH2NL	55237	LW	1	0	4	4765	2394
HsVcPPIP01a1	32W22Q_7_sample_7	K_DB	F_AD	ITGB2	4765	1	E08	empty-AD	0	LW	1	0	3	1073	246
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	JAGN1	12527	1	B01	CCDC155	9267	LW	1	0	4	63722	57200
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	JAGN1	12527	1	A01	KCNA1	71807	LW	1	0	4	70571	63778
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	JAGN1	12527	1	C01	MFF	956	LW	1	0	4	67	28
HsVcPPIP01a1	32W22Q_1_sample_1	K_DB	F_AD	JAGN1	12527	1	D01	empty-AD	0	LW	1	0	4	43054	39200
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	E08	KIFC3	11229	LW	1	0	4	1073	850
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	G08	KRT25	100014440	LW	1	0	4	7528	6100
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	H08	KRT27	100066360	LW	1	0	4	15977	12961
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	B08	KRT31	56141	LW	1	0	4	19003	15526
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	F08	KRT35	100014396	LW	1	0	4	9914	8075
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	H07	KRT38	56827	LW	1	0	4	8633	6923
HsVcPPIP01a1	32W22Q_4_sample_4	K_DB	F_AD	KRT6B	8105	1	D08	KRT40	54668	LW	1	0	4	11796	9590
