orf_id	symbol_dacc
55237	NOTCH2NLA
55246	PYGL
55247	OAS1
55254	ZNF837
55307	SH2D4A
55321	FTO
55327	TMEM201
55351	TP53BP2
55390	ZNF85
55406	NUTM1
55475	FCHO1
55531	APTX
55625	SORBS3
55647	CREBZF
55664	TRIM54
55690	VPS37C
55699	RBM39
55730	CWF19L2
55732	NELL1
55738	KRTAP19-5
55769	TNNI3
55788	FFAR2
55795	HTR1B
55804	BSND
55834	KRT83
55853	FGA
55855	KRT2
55864	ADIPOQ
55882	ACTN3
55888	CHRD
55922	ALOXE3
55939	FAM9C
55940	FERD3L
55944	KRTAP2-4
55969	H2AP
55999	RIPPLY1
56018	LPAR6
56023	SFTPA2
56039	ZNF497
56094	RNF151
56106	KRTAP4-2
56108	EIF2B1
56115	MAPRE1
56139	TMEM52B
56141	KRT31
56142	CDK8
56166	CDC7
56199	UTP14C
56215	HIP1
56245	MAP2K1
56266	TEAD1
56271	KRTAP3-1
56278	CHRNG
56360	NEXN
56371	AKAP5
56381	EYA1
56441	LIN7A
56442	INCA1
56446	GPR152
56463	LUZP4
56492	TNS2
56495	ASCL4
56508	PRR20A
56528	SMAGP
56529	KRTAP10-9
56532	MUC1
56541	KRTAP10-7
56544	NFKBID
56547	TNIP3
56582	AKT2
56585	CKMT1B
56614	CRCT1
56623	LMOD3
56631	LHX9
56638	PHF19
56644	TCF4
56645	CEP83
56646	PRDM5
56653	HSF2
56661	COMP
56678	KCNJ10
56684	VAC14
56698	GRAMD4
56717	KRTAP10-8
56725	LY6G6D
56749	CYP21A2
56779	DMC1
56785	ANKRD33
56807	SREK1IP1
56819	GOLGA8F
56822	GNE
56827	KRT38
56828	LCE3E
56858	ZBTB10
56859	IQCN
56868	CADPS
56872	DAAM2
56918	PGBD1
56924	NUFIP2
70010	SLC4A1
70027	PNMA5
70040	TSGA10IP
70054	RASSF3
70073	PLA2G10
70095	VCX2
70191	MAP1LC3C
70200	ITGB4
70243	CCDC88B
70259	SPECC1L
70264	PPP1R13B
70294	ZNF229
70302	TACC2
70334	SFT2D1
70352	PMPCA
70353	TRIM3
70357	TSFM
70368	KCTD7
70382	JPH4
70400	SGPL1
70408	OXER1
70410	MARCHF7
70423	CYP4F2
70436	IP6K3
70457	FOXD4
70471	BTBD3
70473	ZIC1
70497	AGXT
70500	PIK3CD
70511	ZNF474
70512	KRT26
70533	SDHAF1
70550	ZNF648
70565	CXorf66
70610	RUNX1
70681	CACNB2
70682	RBAK
70726	ANOS1
70750	SOWAHB
70759	TCF23
70774	SMIM1
70810	CLEC17A
70824	SPRED1
70835	SPDYE4
70851	FAM25G
70872	ZFP57
70919	TMEM254
70922	FBLN5
70932	TNFRSF17
70933	PRR4
70947	NPAS2
70989	FAM209A
70997	TEPSIN
71001	UBQLN2
71027	PLEKHG4
71033	TLNRD1
71045	HS6ST1
71051	MAFK
71056	BLM
71060	ZNF35
71072	PLPP6
71075	FOXI1
71077	IMPDH1
71081	PCYT1B
71090	BTBD6
71099	COG6
71105	TSPYL1
71136	PRKACA
71146	TCP11L1
71152	KRT36
71155	TMEM200A
71163	KCNIP1
71166	TAF15
71169	MTERF4
71174	FAM161B
71178	SH3RF1
71180	ICAM3
71191	SUOX
71206	POMT1
71239	HBM
71240	C20orf85
71245	CCDC6
71258	CTNNA3
71286	FGD4
71288	RBM48
71311	OCRL
71337	ACSF3
71346	PM20D2
71354	RAB33B
71372	ZNF618
71393	SOHLH1
71402	PIBF1
71415	NSMF
71420	XAF1
71427	POMC
71430	CFAP161
71448	KRIT1
71484	RALY
71503	VMAC
71514	VWC2
71567	OPRM1
71575	CTLA4
71591	CRYGC
71592	TRAF3
71602	KCNA10
71609	KRTAP9-3
71611	KCNN1
71622	CLRN1
71628	KRTAP9-8
71642	CACNB4
71646	ACOT12
71704	SMURF2
71715	EPN2
71745	KRTAP13-2
71751	AVPR2
71752	PHACTR1
71769	KCNJ6
71771	AXIN2
71775	EIF2AK2
71783	PBX1
71807	KCNA1
71813	KRTAP22-1
71821	PRPSAP2
71828	HDX
71838	UBA52
71841	EFCAB3
71866	NAA15
71876	GAS8
71881	CCDC167
71885	MCEMP1
71892	TH
71894	ZIM2
71899	TMEM229B
71910	GEMIN2
71924	KRTAP15-1
71940	SLC5A5
71953	KRT24
71954	PNMA3
71959	KRTAP1-1
71963	MBD3L1
71965	CSNK2B
71977	NODAL
71987	POLR2G
72011	SLC13A5
72025	VLDLR
72030	ADRA2C
72045	TRARG1
72050	SYNPO2L
72058	SLC34A2
72064	MYPOP
72108	PTTG2
72127	SLIT1
72137	DISC1
72146	MAPK8IP3
80385	KLF1
80593	UBAP2
81260	KRTAP7-1
81261	KRTAP21-2
40080553	FOXH1
40080645	RHO
40080658	PER2
100000046	CLDN5
100000400	PLA2G6
100000407	PICK1
100000476	AP1B1
100001965	RNF216
100002000	TSPYL2
100002218	KIAA1328
100002287	KLHL8
100002625	FXR1
100008365	KRT14
100008515	SEC23A
100008545	MYC
100008556	SNX2
100008839	CIB1
100009031	ASCL1
100009072	PAX6
100009115	METTL27
100009273	ZMYND12
100009284	AARS1
100009390	GPSM2
100009500	MAGEA3
100009545	NDUFB7
100009557	KCNJ8
100009807	EIF2S1
100009829	CDC37
100009982	IFNGR2
100009984	IGBP1
100010020	PHKA2
100010307	DYNLT1
100010379	FUBP1
100010506	KISS1
100010599	NQO1
100010705	GCH1
100010717	ECM1
100010933	DMAP1
100011152	CAMK2G
100011241	SF3A2
100011278	KRT16
100011347	IFT88
100011355	TCF21
100011404	TGM1
100011481	PLAGL2
100011492	MKRN1
100011508	GRIPAP1
100011621	PAX9
100011634	SLC10A4
100014221	WFDC12
100014304	MPL
100014316	AMPD1
100014332	LCE1F
100014361	OPLAH
100014372	GJA8
100014378	KRT37
100014381	KRTAP19-2
100014396	KRT35
100014440	KRT25
100014450	LCE1C
100014471	SSX7
100014491	LCE5A
100014515	ASCL3
100014548	EVI5
100014723	SHOX
100014733	KRTAP6-2
100014766	GALP
100015072	LCE1A
100015084	KRT28
100015109	SPANXN2
100015118	HSF4
100015156	C6orf15
100015161	LCE2B
100015204	KRTAP17-1
100015253	FIGLA
100015297	ZNF620
100015403	CEP85L
100015459	CT45A1
100015467	SHISA6
100015481	TGM7
100015503	KRTAP6-1
100015584	FOXD4L1
100015595	PADI6
100015630	GAS2L2
100015815	KRTAP5-7
100015973	SCT
100015984	BTBD2
100016002	PAK3
100016009	ZRANB1
100016058	LHX3
100016069	KCNJ2
100016081	PCDHGA4
100016109	CDKL5
100016119	KPRP
100016209	LCE3A
100016215	POU6F2
100061597	PAX5
100061732	PPARGC1A
100061924	GOLGA6A
100062247	HAP1
100062331	SLC16A2
100062334	GPR42
100062388	AQP6
100062506	FBXO43
100062530	RSPO4
100062567	POLR2J3
100062578	KRTAP19-6
100062710	HES7
100063945	LEPR
100063955	N4BP1
100063986	KRT74
100064009	KRT39
100064010	CDK3
100064142	LCE1E
100064144	LCE1D
100064145	LCE2C
100064146	KRTAP6-3
100064148	KRTAP12-3
100064149	LCE3B
100064163	KRTAP10-6
100064196	SRP72
100064207	KRT75
100064217	GRAMD2A
100066339	BACH2
100066353	KRT85
100066360	KRT27
100066377	TBC1D3B
100066379	TFAP2D
100066551	MAPK1
100066775	IQCG
100066872	PKNOX2
100067112	MCC
100067219	FOSB
100067220	PRKAR1B
100067228	CAMK2A
100067498	GEMIN4
100067615	MED25
100067760	LMNB2
100067776	HPCA
100068229	KRT76
100068243	IPO8
100068246	PTPN21
100068259	PRDM16
100068264	COL17A1
100068268	SHANK2
100068511	NEDD4
100068652	STRIT1
100068995	MSGN1
100069021	C4orf45
100069030	DGAT2L6
100069038	CLPSL2
100069045	ODF3B
100069067	RBPMS2
100069089	GIGYF1
100069191	SPTA1
100069795	ZSCAN23
100069830	TBX5
100069922	C9orf152
100069938	LZTS1
100070134	CDR2L
100070143	HSF2BP
100070165	ZBTB2
100070216	RNF4
100070263	RUFY3
100070339	ATN1
100080183	MEIS3
100080275	SYCE1L
100080336	CEACAM6
100080346	MEI4
100080453	CASP8AP2
100080464	HIVEP1
100080512	C1QTNF5
100080594	KCNJ18
100080752	POU4F2
100080795	TNKS
100080813	GSC2
100080816	LEUTX
100080871	PRDM6
