orf_id	ensembl_gene_id	ensembl_gene_id_version	ensembl_protein_id	hgnc_symbol	hgnc_id	uniprot_ac
7696	ENSG00000006611	17	ENSP00000436934	USH1C	HGNC:12597	Q9Y6N9
7699	ENSG00000158169	14	ENSP00000289081	FANCC	HGNC:3584	Q00597
7727	ENSG00000168610	16	ENSP00000264657	STAT3	HGNC:11364	P40763
7728	ENSG00000103152	12	ENSP00000348809	MPG	HGNC:7211	P29372
7756	ENSG00000148677	7	ENSP00000360762	ANKRD1	HGNC:15819	Q15327
7781	ENSG00000149100	13	ENSP00000436049	EIF3M	HGNC:24460	Q7L2H7
7792	ENSG00000137699	17	ENSP00000343129	TRIM29	HGNC:17274	Q14134
7804	ENSG00000058404	21	ENSP00000351542	CAMK2B	HGNC:1461	Q13554
7813	ENSG00000161944	17	ENSP00000254850	ASGR2	HGNC:743	P07307
7826	ENSG00000179163	12	ENSP00000363603	FUCA1	HGNC:4006	P04066
7828	ENSG00000102312	24	ENSP00000348233	PORCN	HGNC:17652	Q9H237
7845	ENSG00000177674	16	ENSP00000365816	AGTRAP	HGNC:13539	Q6RW13
7866	ENSG00000096093	16	ENSP00000360107	EFHC1	HGNC:16406	Q5JVL4
7867	ENSG00000184371	14	ENSP00000327513	CSF1	HGNC:2432	P09603
7875	ENSG00000148110	17	ENSP00000364493	MFSD14B	HGNC:23376	Q5SR56
7877	ENSG00000213654	10	ENSP00000364180	GPSM3	HGNC:13945	Q9Y4H4
7881	ENSG00000146063	20	ENSP00000320869	TRIM41	HGNC:19013	Q8WV44
7907	ENSG00000173918	15	ENSP00000463922	C1QTNF1	HGNC:14324	Q9BXJ1
7912	ENSG00000183166	11	ENSP00000410704	CALN1	HGNC:13248	Q9BXU9
7917	ENSG00000171448	9	ENSP00000362760	ZBTB26	HGNC:23383	Q9HCK0
7918	ENSG00000095002	15	ENSP00000233146	MSH2	HGNC:7325	P43246
7923	ENSG00000103876	14	ENSP00000453347	FAH	HGNC:3579	P16930
7935	ENSG00000125459	18	ENSP00000245564	MSTO1	HGNC:29678	Q9BUK6
7938	ENSG00000105607	13	ENSP00000222214	GCDH	HGNC:4189	Q92947
7953	ENSG00000087245	13	ENSP00000219070	MMP2	HGNC:7166	P08253
7954	ENSG00000183092	18	ENSP00000347301	BEGAIN	HGNC:24163	Q9BUH8
7965	ENSG00000069329	18	ENSP00000299138	VPS35	HGNC:13487	Q96QK1
7966	ENSG00000151552	12	ENSP00000281243	QDPR	HGNC:9752	P09417
7972	ENSG00000100360	15	ENSP00000393541	IFT27	HGNC:18626	Q9BW83
7982	ENSG00000165704	15	ENSP00000298556	HPRT1	HGNC:5157	P00492
8000	ENSG00000115866	11	ENSP00000264161	DARS1	HGNC:2678	P14868
8013	ENSG00000103496	15	ENSP00000317714	STX4	HGNC:11439	Q12846
8017	ENSG00000112473	19	ENSP00000363809	SLC39A7	HGNC:4927	Q92504
8024	ENSG00000105993	15	ENSP00000262177	DNAJB6	HGNC:14888	O75190
8028	ENSG00000100201	23	ENSP00000385536	DDX17	HGNC:2740	Q92841
8047	ENSG00000189433	7	ENSP00000345868	GJB4	HGNC:4286	Q9NTQ9
8054	ENSG00000102900	13	ENSP00000310668	NUP93	HGNC:28958	Q8N1F7
8057	ENSG00000165061	15	ENSP00000319785	ZMAT4	HGNC:25844	Q9H898
8058	ENSG00000100227	19	ENSP00000415234	POLDIP3	HGNC:23782	Q9BY77
8070	ENSG00000068796	19	ENSP00000370493	KIF2A	HGNC:6318	O00139
8101	ENSG00000107566	14	ENSP00000384900	ERLIN1	HGNC:16947	O75477
8103	ENSG00000212123	4	ENSP00000407653	PRR22	HGNC:28354	Q8IZ63
8105	ENSG00000185479	6	ENSP00000252252	KRT6B	HGNC:6444	P04259
8141	ENSG00000072201	14	ENSP00000263925	LNX1	HGNC:6657	Q8TBB1
8143	ENSG00000087266	17	ENSP00000422168	SH3BP2	HGNC:10825	P78314
8151	ENSG00000136695	15	ENSP00000376896	IL36RN	HGNC:15561	Q9UBH0
8165	ENSG00000103044	11	ENSP00000219322	HAS3	HGNC:4820	O00219
8168	ENSG00000112531	17	ENSP00000355094	QKI	HGNC:21100	Q96PU8
8177	ENSG00000163877	11	ENSP00000296215	SNIP1	HGNC:30587	Q8TAD8
8186	ENSG00000069493	15	ENSP00000441653	CLEC2D	HGNC:14351	Q9UHP7
8190	ENSG00000168246	6	ENSP00000377381	UBTD2	HGNC:24463	Q8WUN7
8208	ENSG00000139687	16	ENSP00000267163	RB1	HGNC:9884	P06400
8213	ENSG00000079739	17	ENSP00000360125	PGM1	HGNC:8905	P36871
8227	ENSG00000180089	6	ENSP00000321038	TMEM86B	HGNC:28448	Q8N661
8239	ENSG00000133115	12	ENSP00000368952	STOML3	HGNC:19420	Q8TAV4
8245	ENSG00000139988	10	ENSP00000449079	RDH12	HGNC:19977	Q96NR8
8276	ENSG00000091138	13	ENSP00000345873	SLC26A3	HGNC:3018	P40879
8297	ENSG00000130656	6	ENSP00000252951	HBZ	HGNC:4835	P02008
8313	ENSG00000143627	19	ENSP00000339933	PKLR	HGNC:9020	P30613
8314	ENSG00000136250	12	ENSP00000483783	AOAH	HGNC:548	P28039
8316	ENSG00000221823	11	ENSP00000234310	PPP3R1	HGNC:9317	P63098
8320	ENSG00000108823	17	ENSP00000262018	SGCA	HGNC:10805	Q16586
8352	ENSG00000130307	12	ENSP00000252597	USHBP1	HGNC:24058	Q8N6Y0
8357	ENSG00000139055	7	ENSP00000266397	ERP27	HGNC:26495	Q96DN0
8359	ENSG00000140481	15	ENSP00000452817	CCDC33	HGNC:26552	Q8N5R6
8362	ENSG00000183072	10	ENSP00000327758	NKX2-5	HGNC:2488	P52952
8380	ENSG00000164266	11	ENSP00000296695	SPINK1	HGNC:11244	P00995
8398	ENSG00000167588	13	ENSP00000301149	GPD1	HGNC:4455	P21695
8400	ENSG00000173480	11	ENSP00000311319	ZNF417	HGNC:20646	Q8TAU3
8402	ENSG00000114204	16	ENSP00000264677	SERPINI2	HGNC:8945	O75830
8407	ENSG00000138814	17	ENSP00000378322	PPP3CA	HGNC:9314	Q08209
8409	ENSG00000113721	14	ENSP00000261799	PDGFRB	HGNC:8804	P09619
8416	ENSG00000077279	20	ENSP00000419861	DCX	HGNC:2714	O43602
8420	ENSG00000158578	21	ENSP00000337131	ALAS2	HGNC:397	P22557
8447	ENSG00000215712	11	ENSP00000383594	TMEM242	HGNC:17206	Q9NWH2
8459	ENSG00000108381	11	ENSP00000263080	ASPA	HGNC:756	P45381
8487	ENSG00000136161	13	ENSP00000345144	RCBTB2	HGNC:1914	O95199
8500	ENSG00000115718	18	ENSP00000234071	PROC	HGNC:9451	P04070
8514	ENSG00000186204	15	ENSP00000321821	CYP4F12	HGNC:18857	Q9HCS2
8515	ENSG00000147647	13	ENSP00000276651	DPYS	HGNC:3013	Q14117
8521	ENSG00000066382	17	ENSP00000350833	MPPED2	HGNC:1180	Q15777
8524	ENSG00000174992	8	ENSP00000383563	ZG16	HGNC:30961	O60844
8652	ENSG00000118507	18	ENSP00000345149	AKAP7	HGNC:377	O43687
8686	ENSG00000198947	18	ENSP00000367997	DMD	HGNC:2928	P11532
8717	ENSG00000183495	15	ENSP00000333602	EP400	HGNC:11958	Q96L91
8732	ENSG00000132680	11	ENSP00000357302	KHDC4	HGNC:29145	Q7Z7F0
8808	ENSG00000106077	19	ENSP00000416970	ABHD11	HGNC:16407	Q8NFV4
8843	ENSG00000108021	22	ENSP00000512206	TASOR2	HGNC:23484	Q5VWN6
8918	ENSG00000173575	24	ENSP00000406581	CHD2	HGNC:1917	O14647
8965	ENSG00000139219	19	ENSP00000338213	COL2A1	HGNC:2200	P02458
8999	ENSG00000118271	12	ENSP00000237014	TTR	HGNC:12405	P02766
9012	ENSG00000076321	11	ENSP00000209884	KLHL20	HGNC:25056	Q9Y2M5
9020	ENSG00000113448	20	ENSP00000425917	PDE4D	HGNC:8783	Q08499
9117	ENSG00000059145	19	ENSP00000301712	UNKL	HGNC:14184	Q9H9P5
9157	ENSG00000146700	9	ENSP00000275560	SSC4D	HGNC:14461	Q8WTU2
9194	ENSG00000157978	12	ENSP00000363458	LDLRAP1	HGNC:18640	Q5SW96
9230	ENSG00000167139	9	ENSP00000300504	TBC1D21	HGNC:28536	Q8IYX1
9237	ENSG00000166069	14	ENSP00000327234	TMCO5A	HGNC:28558	Q8N6Q1
9241	ENSG00000155749	13	ENSP00000376086	FLACC1	HGNC:14439	Q96Q35
9252	ENSG00000213265	9	ENSP00000348996	TSGA13	HGNC:12369	Q96PP4
9253	ENSG00000048545	18	ENSP00000362049	GUCA1A	HGNC:4678	P43080
9267	ENSG00000161609	10	ENSP00000404220	KASH5	HGNC:26520	Q8N6L0
9297	ENSG00000135604	11	ENSP00000356540	STX11	HGNC:11429	O75558
9305	ENSG00000132702	13	ENSP00000255039	HAPLN2	HGNC:17410	Q9GZV7
9318	ENSG00000100311	17	ENSP00000330382	PDGFB	HGNC:8800	P01127
9321	ENSG00000080572	14	ENSP00000361531	DNAAF6	HGNC:28570	Q9NQM4
9324	ENSG00000007933	13	ENSP00000356729	FMO3	HGNC:3771	P31513
9333	ENSG00000135917	16	ENSP00000495385	SLC19A3	HGNC:16266	Q9BZV2
9336	ENSG00000276293	5	ENSP00000482548	PIP4K2B	HGNC:8998	P78356
9342	ENSG00000165626	19	ENSP00000367868	BEND7	HGNC:23514	Q8N7W2
9352	ENSG00000187098	18	ENSP00000324246	MITF	HGNC:7105	O75030
9357	ENSG00000150768	17	ENSP00000280346	DLAT	HGNC:2896	P10515
9378	ENSG00000176155	21	ENSP00000376154	CCDC57	HGNC:27564	Q2TAC2
9383	ENSG00000185880	13	ENSP00000342922	TRIM69	HGNC:17857	Q86WT6
9414	ENSG00000143382	16	ENSP00000501255	ADAMTSL4	HGNC:19706	Q6UY14
9430	ENSG00000163749	18	ENSP00000401742	CCDC158	HGNC:26374	Q5M9N0
9453	ENSG00000196378	13	ENSP00000396894	ZNF34	HGNC:13098	Q8IZ26
9456	ENSG00000105122	13	ENSP00000476634	RASAL3	HGNC:26129	Q86YV0
9457	ENSG00000112305	15	ENSP00000313382	SMAP1	HGNC:19651	Q8IYB5
9484	ENSG00000103064	15	ENSP00000219343	SLC7A6	HGNC:11064	Q92536
9485	ENSG00000114854	8	ENSP00000232975	TNNC1	HGNC:11943	P63316
9496	ENSG00000110324	12	ENSP00000227752	IL10RA	HGNC:5964	Q13651
9501	ENSG00000179564	4	ENSP00000315081	LSMEM2	HGNC:26781	Q8N112
9573	ENSG00000064726	10	ENSP00000261721	BTBD1	HGNC:1120	Q9H0C5
9580	ENSG00000143147	15	ENSP00000506967	GPR161	HGNC:23694	Q8N6U8
9625	ENSG00000179222	18	ENSP00000325333	MAGED1	HGNC:6813	Q9Y5V3
9634	ENSG00000164007	11	ENSP00000361617	CLDN19	HGNC:2040	Q8N6F1
9635	ENSG00000161202	20	ENSP00000316054	DVL3	HGNC:3087	Q92997
9637	ENSG00000127191	18	ENSP00000247668	TRAF2	HGNC:12032	Q12933
9650	ENSG00000092094	11	ENSP00000206542	OSGEP	HGNC:18028	Q9NPF4
9711	ENSG00000108509	21	ENSP00000354828	CAMTA2	HGNC:18807	O94983
9722	ENSG00000243772	8	ENSP00000342215	KIR2DL3	HGNC:6331	P43628
9726	ENSG00000175283	8	ENSP00000361667	DOLK	HGNC:23406	Q9UPQ8
9746	ENSG00000132938	22	ENSP00000370186	MTUS2	HGNC:20595	Q5JR59
9802	ENSG00000115170	16	ENSP00000405004	ACVR1	HGNC:171	Q04771
9818	ENSG00000168878	19	ENSP00000428719	SFTPB	HGNC:10801	P07988
9846	ENSG00000152430	19	ENSP00000376116	BOLL	HGNC:14273	Q8N9W6
9849	ENSG00000187730	9	ENSP00000367848	GABRD	HGNC:4084	O14764
9866	ENSG00000004838	14	ENSP00000231749	ZMYND10	HGNC:19412	O75800
9899	ENSG00000132821	12	ENSP00000362560	VSTM2L	HGNC:16096	Q96N03
9904	ENSG00000116157	6	ENSP00000354677	GPX7	HGNC:4559	Q96SL4
9905	ENSG00000039650	12	ENSP00000323511	PNKP	HGNC:9154	Q96T60
9911	ENSG00000164530	15	ENSP00000497550	PI16	HGNC:21245	Q6UXB8
9926	ENSG00000135406	15	ENSP00000257860	PRPH	HGNC:9461	P41219
9939	ENSG00000136931	10	ENSP00000362690	NR5A1	HGNC:7983	Q13285
9950	ENSG00000101413	12	ENSP00000362532	RPRD1B	HGNC:16209	Q9NQG5
9955	ENSG00000150337	14	ENSP00000358165	FCGR1A	HGNC:3613	P12314
9958	ENSG00000165588	19	ENSP00000500115	OTX2	HGNC:8522	P32243
9962	ENSG00000107789	16	ENSP00000361064	MINPP1	HGNC:7102	Q9UNW1
9970	ENSG00000175309	15	ENSP00000310978	PHYKPL	HGNC:28249	Q8IUZ5
9980	ENSG00000110777	12	ENSP00000376786	POU2AF1	HGNC:9211	Q16633
10003	ENSG00000198586	14	ENSP00000411099	TLK1	HGNC:11841	Q9UKI8
10009	ENSG00000165168	9	ENSP00000367851	CYBB	HGNC:2578	P04839
10011	ENSG00000078246	17	ENSP00000410051	TULP3	HGNC:12425	O75386
10016	ENSG00000161405	17	ENSP00000344544	IKZF3	HGNC:13178	Q9UKT9
10051	ENSG00000050748	18	ENSP00000394560	MAPK9	HGNC:6886	P45984
10056	ENSG00000186523	15	ENSP00000434799	FAM86B1	HGNC:28268	Q8N7N1
10057	ENSG00000105991	10	ENSP00000494260	HOXA1	HGNC:5099	P49639
10061	ENSG00000131773	15	ENSP00000348108	KHDRBS3	HGNC:18117	O75525
10064	ENSG00000185774	16	ENSP00000371587	KCNIP4	HGNC:30083	Q6PIL6
10106	ENSG00000080802	21	ENSP00000399108	CNOT4	HGNC:7880	O95628
10122	ENSG00000116903	7	ENSP00000355605	EXOC8	HGNC:24659	Q8IYI6
10125	ENSG00000150961	15	ENSP00000280551	SEC24D	HGNC:10706	O94855
10132	ENSG00000143768	13	ENSP00000355785	LEFTY2	HGNC:3122	O00292
10153	ENSG00000160285	15	ENSP00000380837	LSS	HGNC:6708	P48449
10159	ENSG00000197343	11	ENSP00000252713	ZNF655	HGNC:30899	Q8N720
10165	ENSG00000100122	7	ENSP00000497249	CRYBB1	HGNC:2397	P53674
10177	ENSG00000077800	13	ENSP00000252037	FKBP6	HGNC:3722	O75344
10204	ENSG00000117602	13	ENSP00000363516	RCAN3	HGNC:3042	Q9UKA8
10210	ENSG00000189007	16	ENSP00000475651	ADAT2	HGNC:21172	Q7Z6V5
10217	ENSG00000101298	15	ENSP00000371297	SNPH	HGNC:15931	O15079
10225	ENSG00000102100	16	ENSP00000402726	SLC35A2	HGNC:11022	P78381
10252	ENSG00000102081	16	ENSP00000355115	FMR1	HGNC:3775	Q06787
10255	ENSG00000074660	17	ENSP00000263071	SCARF1	HGNC:16820	Q14162
10280	ENSG00000068024	18	ENSP00000440481	HDAC4	HGNC:14063	P56524
10300	ENSG00000144655	15	ENSP00000273153	CSRNP1	HGNC:14300	Q96S65
10320	ENSG00000176903	5	ENSP00000318914	PNMA1	HGNC:9158	Q8ND90
10343	ENSG00000161921	17	ENSP00000293778	CXCL16	HGNC:16642	Q9H2A7
10352	ENSG00000156735	11	ENSP00000287322	BAG4	HGNC:940	O95429
10441	ENSG00000157869	16	ENSP00000328551	RAB28	HGNC:9768	P51157
10460	ENSG00000197978	10	ENSP00000481078	GOLGA6L9	HGNC:37229	A6NEM1
10471	ENSG00000140332	18	ENSP00000453760	TLE3	HGNC:11839	Q04726
10486	ENSG00000165633	13	ENSP00000331062	VSTM4	HGNC:26470	Q8IW00
10493	ENSG00000175029	17	ENSP00000357816	CTBP2	HGNC:2495	P56545
10501	ENSG00000147526	20	ENSP00000428706	TACC1	HGNC:11522	O75410
10508	ENSG00000148948	8	ENSP00000278198	LRRC4C	HGNC:29317	Q9HCJ2
10512	ENSG00000117593	12	ENSP00000497569	DARS2	HGNC:25538	Q6PI48
10522	ENSG00000139737	23	ENSP00000351507	SLAIN1	HGNC:26387	Q8ND83
10556	ENSG00000197024	9	ENSP00000420418	ZNF398	HGNC:18373	Q8TD17
10585	ENSG00000065882	18	ENSP00000261439	TBC1D1	HGNC:11578	Q86TI0
10613	ENSG00000187231	14	ENSP00000415332	SESTD1	HGNC:18379	Q86VW0
10617	ENSG00000168672	4	ENSP00000302578	LRATD2	HGNC:24166	Q96KN1
10632	ENSG00000127947	16	ENSP00000248594	PTPN12	HGNC:9645	Q05209
10640	ENSG00000181894	15	ENSP00000470008	ZNF329	HGNC:14209	Q86UD4
10650	ENSG00000197329	12	ENSP00000351789	PELI1	HGNC:8827	Q96FA3
10658	ENSG00000111450	15	ENSP00000261653	STX2	HGNC:3403	P32856
10661	ENSG00000152969	21	ENSP00000282924	JAKMIP1	HGNC:26460	Q96N16
10677	ENSG00000196911	12	ENSP00000357552	KPNA5	HGNC:6398	O15131
10696	ENSG00000141699	11	ENSP00000309432	RETREG3	HGNC:27258	Q86VR2
10698	ENSG00000133104	14	ENSP00000497209	SPART	HGNC:18514	Q8N0X7
10699	ENSG00000157429	16	ENSP00000288177	ZNF19	HGNC:12981	P17023
10705	ENSG00000176105	14	ENSP00000324740	YES1	HGNC:12841	P07947
10726	ENSG00000004487	18	ENSP00000349049	KDM1A	HGNC:29079	O60341
10732	ENSG00000163093	12	ENSP00000295240	BBS5	HGNC:970	Q8N3I7
10735	ENSG00000165060	15	ENSP00000419243	FXN	HGNC:3951	Q16595
10738	ENSG00000025796	14	ENSP00000357998	SEC63	HGNC:21082	Q9UGP8
10746	ENSG00000163406	11	ENSP00000417085	SLC15A2	HGNC:10921	Q16348
10747	ENSG00000198689	13	ENSP00000359729	SLC9A6	HGNC:11079	Q92581
10751	ENSG00000241935	9	ENSP00000359680	HOGA1	HGNC:25155	Q86XE5
10798	ENSG00000136603	15	ENSP00000259119	SKIL	HGNC:10897	P12757
10818	ENSG00000163378	14	ENSP00000295571	EOGT	HGNC:28526	Q5NDL2
10820	ENSG00000196482	18	ENSP00000500992	ESRRG	HGNC:3474	P62508
10821	ENSG00000139714	12	ENSP00000347486	MORN3	HGNC:29807	Q6PF18
10823	ENSG00000124171	9	ENSP00000360672	PARD6B	HGNC:16245	Q9BYG5
10844	ENSG00000111424	12	ENSP00000449573	VDR	HGNC:12679	P11473
10851	ENSG00000077092	20	ENSP00000332296	RARB	HGNC:9865	P10826
10855	ENSG00000116017	11	ENSP00000263620	ARID3A	HGNC:3031	Q99856
10876	ENSG00000143442	23	ENSP00000515215	POGZ	HGNC:18801	Q7Z3K3
10882	ENSG00000121406	9	ENSP00000365407	ZNF549	HGNC:26632	Q6P9A3
10884	ENSG00000159267	17	ENSP00000338387	HLCS	HGNC:4976	P50747
10885	ENSG00000134532	20	ENSP00000493866	SOX5	HGNC:11201	P35711
10906	ENSG00000127328	22	ENSP00000368092	RAB3IP	HGNC:16508	Q96QF0
10937	ENSG00000205838	15	ENSP00000422188	TTC23L	HGNC:26355	Q6PF05
10950	ENSG00000174460	4	ENSP00000308921	ZCCHC12	HGNC:27273	Q6PEW1
10996	ENSG00000146109	5	ENSP00000274849	ABT1	HGNC:17369	Q9ULW3
11013	ENSG00000138738	11	ENSP00000377955	PRDM5	HGNC:9349	Q9NQX1
11032	ENSG00000167996	16	ENSP00000273550	FTH1	HGNC:3976	P02794
11060	ENSG00000171160	18	ENSP00000307636	MORN4	HGNC:24001	Q8NDC4
11089	ENSG00000167580	8	ENSP00000199280	AQP2	HGNC:634	P41181
11100	ENSG00000196470	12	ENSP00000349156	SIAH1	HGNC:10857	Q8IUQ4
11101	ENSG00000139567	13	ENSP00000373574	ACVRL1	HGNC:175	P37023
11110	ENSG00000171847	11	ENSP00000445418	FAM90A1	HGNC:25526	Q86YD7
11130	ENSG00000175782	11	ENSP00000381089	SLC35E3	HGNC:20864	Q7Z769
11132	ENSG00000063245	15	ENSP00000085079	EPN1	HGNC:21604	Q9Y6I3
11163	ENSG00000151338	21	ENSP00000438319	MIPOL1	HGNC:21460	Q8TD10
11167	ENSG00000153714	6	ENSP00000321026	LURAP1L	HGNC:31452	Q8IV03
11175	ENSG00000110906	13	ENSP00000228495	KCTD10	HGNC:23236	Q9H3F6
11190	ENSG00000164877	19	ENSP00000297508	MICALL2	HGNC:29672	Q8IY33
11204	ENSG00000158691	15	ENSP00000354305	ZSCAN12	HGNC:13172	O43309
11229	ENSG00000140859	16	ENSP00000454659	KIFC3	HGNC:6326	Q9BVG8
11238	ENSG00000143641	10	ENSP00000355632	GALNT2	HGNC:4124	Q10471
11256	ENSG00000029725	17	ENSP00000445408	RABEP1	HGNC:17677	Q15276
11275	ENSG00000148672	10	ENSP00000277865	GLUD1	HGNC:4335	P00367
11288	ENSG00000164463	12	ENSP00000296953	CREBRF	HGNC:24050	Q8IUR6
11297	ENSG00000073282	14	ENSP00000264731	TP63	HGNC:15979	Q9H3D4
11304	ENSG00000164649	20	ENSP00000383986	CDCA7L	HGNC:30777	Q96GN5
11305	ENSG00000036257	14	ENSP00000264414	CUL3	HGNC:2553	Q13618
11317	ENSG00000116754	14	ENSP00000359989	SRSF11	HGNC:10782	Q05519
11329	ENSG00000177301	16	ENSP00000358785	KCNA2	HGNC:6220	P16389
11340	ENSG00000278570	5	ENSP00000479254	NR2E3	HGNC:7974	Q9Y5X4
11356	ENSG00000260220	7	ENSP00000457438	CCDC187	HGNC:30942	A0A096LP49
11374	ENSG00000102218	6	ENSP00000218340	RP2	HGNC:10274	O75695
11381	ENSG00000143119	14	ENSP00000271324	CD53	HGNC:1686	P19397
11386	ENSG00000161217	12	ENSP00000394617	PCYT1A	HGNC:8754	P49585
11403	ENSG00000119772	19	ENSP00000324375	DNMT3A	HGNC:2978	Q9Y6K1
11407	ENSG00000139083	11	ENSP00000379658	ETV6	HGNC:3495	P41212
11411	ENSG00000004534	15	ENSP00000393530	RBM6	HGNC:9903	P78332
11412	ENSG00000132612	16	ENSP00000254950	VPS4A	HGNC:13488	Q9UN37
11423	ENSG00000234616	9	ENSP00000482410	JRK	HGNC:6199	O75564
11435	ENSG00000174099	12	ENSP00000312274	MSRB3	HGNC:27375	Q8IXL7
11443	ENSG00000183287	15	ENSP00000404464	CCBE1	HGNC:29426	Q6UXH8
11451	ENSG00000129295	10	ENSP00000484634	DNAAF11	HGNC:16725	Q86X45
11452	ENSG00000181404	18	ENSP00000512441	WASHC1	HGNC:24361	A8K0Z3
11503	ENSG00000184584	14	ENSP00000331288	STING1	HGNC:27962	Q86WV6
11508	ENSG00000215193	14	ENSP00000382648	PEX26	HGNC:22965	Q7Z412
11539	ENSG00000186453	13	ENSP00000295150	FAM228A	HGNC:34418	Q86W67
11556	ENSG00000187244	12	ENSP00000270233	BCAM	HGNC:6722	P50895
11563	ENSG00000077522	15	ENSP00000355537	ACTN2	HGNC:164	P35609
11567	ENSG00000106052	14	ENSP00000379612	TAX1BP1	HGNC:11575	Q86VP1
11570	ENSG00000204104	12	ENSP00000375851	TRAF3IP1	HGNC:17861	Q8TDR0
11572	ENSG00000107404	21	ENSP00000368169	DVL1	HGNC:3084	O14640
11579	ENSG00000198353	8	ENSP00000399808	HOXC4	HGNC:5126	P09017
11582	ENSG00000124214	21	ENSP00000360922	STAU1	HGNC:11370	O95793
11596	ENSG00000169592	15	ENSP00000457016	INO80E	HGNC:26905	Q8NBZ0
11603	ENSG00000134138	22	ENSP00000341400	MEIS2	HGNC:7001	O14770
11611	ENSG00000164754	16	ENSP00000297338	RAD21	HGNC:9811	O60216
11621	ENSG00000122033	15	ENSP00000370512	MTIF3	HGNC:29788	Q9H2K0
11629	ENSG00000138696	11	ENSP00000426617	BMPR1B	HGNC:1077	O00238
11648	ENSG00000140262	18	ENSP00000331057	TCF12	HGNC:11623	Q99081
11670	ENSG00000141469	18	ENSP00000318546	SLC14A1	HGNC:10918	Q13336
11671	ENSG00000198690	10	ENSP00000499742	FAN1	HGNC:29170	Q9Y2M0
11685	ENSG00000126218	12	ENSP00000364709	F10	HGNC:3528	P00742
11699	ENSG00000099814	17	ENSP00000451249	CEP170B	HGNC:20362	Q9Y4F5
11745	ENSG00000090238	12	ENSP00000381821	YPEL3	HGNC:18327	P61236
11746	ENSG00000213024	13	ENSP00000305503	NUP62	HGNC:8066	P37198
11786	ENSG00000204217	16	ENSP00000363708	BMPR2	HGNC:1078	Q13873
11791	ENSG00000130363	13	ENSP00000356036	RSPH3	HGNC:21054	Q86UC2
11798	ENSG00000126804	14	ENSP00000506911	ZBTB1	HGNC:20259	Q9Y2K1
11800	ENSG00000136238	20	ENSP00000258737	RAC1	HGNC:9801	P63000
11805	ENSG00000166949	17	ENSP00000332973	SMAD3	HGNC:6769	P84022
11816	ENSG00000184012	14	ENSP00000330330	TMPRSS2	HGNC:11876	O15393
11817	ENSG00000140259	7	ENSP00000267812	MFAP1	HGNC:7032	P55081
11830	ENSG00000182481	10	ENSP00000332455	KPNA2	HGNC:6395	P52292
11832	ENSG00000142867	14	ENSP00000498104	BCL10	HGNC:989	O95999
11837	ENSG00000160877	7	ENSP00000292431	NACC1	HGNC:20967	Q96RE7
11847	ENSG00000162729	14	ENSP00000316664	IGSF8	HGNC:17813	Q969P0
11853	ENSG00000138035	15	ENSP00000400646	PNPT1	HGNC:23166	Q8TCS8
11866	ENSG00000115085	15	ENSP00000264972	ZAP70	HGNC:12858	P43403
11872	ENSG00000140416	24	ENSP00000334624	TPM1	HGNC:12010	P09493
11895	ENSG00000186510	12	ENSP00000364844	CLCNKA	HGNC:2026	P51800
11907	ENSG00000101871	17	ENSP00000312678	MID1	HGNC:7095	O15344
11913	ENSG00000169548	3	ENSP00000302855	ZNF280A	HGNC:18597	P59817
11922	ENSG00000122180	5	ENSP00000241651	MYOG	HGNC:7612	P15173
11924	ENSG00000037965	6	ENSP00000040584	HOXC8	HGNC:5129	P31273
11929	ENSG00000160741	17	ENSP00000357622	CRTC2	HGNC:27301	Q53ET0
11933	ENSG00000012061	16	ENSP00000013807	ERCC1	HGNC:3433	P07992
11938	ENSG00000180806	5	ENSP00000302836	HOXC9	HGNC:5130	P31274
11943	ENSG00000158825	6	ENSP00000364212	CDA	HGNC:1712	P32320
11971	ENSG00000106483	12	ENSP00000410715	SFRP4	HGNC:10778	Q6FHJ7
11973	ENSG00000103591	13	ENSP00000261880	AAGAB	HGNC:25662	Q6PD74
11984	ENSG00000112237	13	ENSP00000428982	CCNC	HGNC:1581	P24863
12016	ENSG00000157227	14	ENSP00000308208	MMP14	HGNC:7160	P50281
12023	ENSG00000067715	15	ENSP00000261205	SYT1	HGNC:11509	P21579
12025	ENSG00000180644	8	ENSP00000398568	PRF1	HGNC:9360	P14222
12036	ENSG00000165730	16	ENSP00000298596	STOX1	HGNC:23508	Q6ZVD7
12040	ENSG00000114638	8	ENSP00000264234	UPK1B	HGNC:12578	O75841
12043	ENSG00000091651	9	ENSP00000219097	ORC6	HGNC:17151	Q9Y5N6
12052	ENSG00000181404	18	ENSP00000512441	WASHC1	HGNC:24361	A8K0Z3
12118	ENSG00000132423	12	ENSP00000254759	COQ3	HGNC:18175	Q9NZJ6
12123	ENSG00000242259	9	ENSP00000382474	C22orf39	HGNC:27012	Q6P5X5
12130	ENSG00000104490	18	ENSP00000220931	NCALD	HGNC:7655	P61601
12132	ENSG00000172534	14	ENSP00000309555	HCFC1	HGNC:4839	P51610
12141	ENSG00000166734	20	ENSP00000299957	GOLM2	HGNC:24892	Q6P4E1
12160	ENSG00000188368	11	ENSP00000472962	PRR19	HGNC:33728	A6NJB7
12165	ENSG00000165071	15	ENSP00000349296	TMEM71	HGNC:26572	Q6P5X7
12188	ENSG00000180448	11	ENSP00000316772	ARHGAP45	HGNC:17102	Q92619
