orf_id	ensembl_gene_id	ensembl_gene_id_version	ensembl_protein_id	hgnc_symbol	hgnc_id	uniprot_ac
1818	ENSG00000111913	20	ENSP00000367262	RIPOR2	HGNC:13872	Q9Y4F9
1841	ENSG00000169567	13	ENSP00000304229	HINT1	HGNC:4912	P49773
1846	ENSG00000145945	7	ENSP00000496837	FAM50B	HGNC:18789	Q9Y247
1853	ENSG00000112214	11	ENSP00000326022	FHL5	HGNC:17371	Q5TD97
1863	ENSG00000115145	10	ENSP00000263904	STAM2	HGNC:11358	O75886
1868	ENSG00000147378	11	ENSP00000359375	FATE1	HGNC:24683	Q969F0
1879	ENSG00000155754	15	ENSP00000286195	C2CD6	HGNC:14438	Q53TS8
1881	ENSG00000184708	18	ENSP00000328103	EIF4ENIF1	HGNC:16687	Q9NRA8
1884	ENSG00000174405	15	ENSP00000402030	LIG4	HGNC:6601	P49917
1919	ENSG00000157500	12	ENSP00000288266	APPL1	HGNC:24035	Q9UKG1
1923	ENSG00000184937	16	ENSP00000368370	WT1	HGNC:12796	P19544
1940	ENSG00000226941	9	ENSP00000250831	RBMY1J	HGNC:23917	Q15415
1957	ENSG00000204599	16	ENSP00000379800	TRIM39	HGNC:10065	Q9HCM9
1958	ENSG00000040531	16	ENSP00000371294	CTNS	HGNC:2518	O60931
1967	ENSG00000101004	16	ENSP00000278886	NINL	HGNC:29163	Q9Y2I6
1969	ENSG00000157343	9	ENSP00000288065	ARMC12	HGNC:21099	Q5T9G4
1974	ENSG00000175699	15	ENSP00000490490	CCDC197	HGNC:19860	Q8NCU1
1976	ENSG00000118402	6	ENSP00000358831	ELOVL4	HGNC:14415	Q9GZR5
2003	ENSG00000157103	13	ENSP00000287766	SLC6A1	HGNC:11042	P30531
2012	ENSG00000197753	11	ENSP00000353346	LHFPL5	HGNC:21253	Q8TAF8
2018	ENSG00000198326	10	ENSP00000369959	TMEM239	HGNC:40044	Q8WW34
2026	ENSG00000158062	21	ENSP00000363332	UBXN11	HGNC:30600	Q5T124
2030	ENSG00000161798	7	ENSP00000293599	AQP5	HGNC:638	P55064
2055	ENSG00000064703	13	ENSP00000505857	DDX20	HGNC:2743	Q9UHI6
2077	ENSG00000244607	7	ENSP00000309836	CCDC13	HGNC:26358	Q8IYE1
2078	ENSG00000108395	14	ENSP00000262294	TRIM37	HGNC:7523	O94972
2088	ENSG00000121207	12	ENSP00000337224	LRAT	HGNC:6685	O95237
2092	ENSG00000001167	15	ENSP00000229418	NFYA	HGNC:7804	P23511
2098	ENSG00000183690	13	ENSP00000404232	EFHC2	HGNC:26233	Q5JST6
2099	ENSG00000185002	10	ENSP00000332208	RFX6	HGNC:21478	Q8HWS3
2104	ENSG00000120498	14	ENSP00000363453	TEX11	HGNC:11733	Q8IYF3
2141	ENSG00000223953	6	ENSP00000431140	C1QTNF5	HGNC:14344	Q9BXJ0
2156	ENSG00000107537	14	ENSP00000263038	PHYH	HGNC:8940	O14832
2162	ENSG00000166323	13	ENSP00000376799	C11orf65	HGNC:28519	Q8NCR3
2177	ENSG00000123124	14	ENSP00000427793	WWP1	HGNC:17004	Q9H0M0
2181	ENSG00000122585	8	ENSP00000242152	NPY	HGNC:7955	P01303
2205	ENSG00000162882	15	ENSP00000294973	HAAO	HGNC:4796	P46952
2208	ENSG00000184672	12	ENSP00000430367	RALYL	HGNC:27036	Q86SE5
2245	ENSG00000174943	11	ENSP00000455785	KCTD13	HGNC:22234	Q8WZ19
2246	ENSG00000106025	9	ENSP00000222747	TSPAN12	HGNC:21641	O95859
2260	ENSG00000179363	7	ENSP00000316940	TMEM31	HGNC:28601	Q5JXX7
2261	ENSG00000135018	14	ENSP00000365576	UBQLN1	HGNC:12508	Q9UMX0
2265	ENSG00000173421	17	ENSP00000296449	IHO1	HGNC:27945	Q8IYA8
2269	ENSG00000162885	14	ENSP00000355559	B3GALNT2	HGNC:28596	Q8NCR0
2286	ENSG00000155755	20	ENSP00000387203	TMEM237	HGNC:14432	Q96Q45
2304	ENSG00000175455	16	ENSP00000418002	CCDC14	HGNC:25766	Q49A88
2332	ENSG00000183246	8	ENSP00000350885	RIMBP3C	HGNC:33892	A6NJZ7
2339	ENSG00000100811	15	ENSP00000262238	YY1	HGNC:12856	P25490
2347	ENSG00000102753	10	ENSP00000261667	KPNA3	HGNC:6396	O00505
2352	ENSG00000177272	10	ENSP00000358784	KCNA3	HGNC:6221	P22001
2353	ENSG00000204103	4	ENSP00000362410	MAFB	HGNC:6408	Q9Y5Q3
2370	ENSG00000113368	12	ENSP00000261366	LMNB1	HGNC:6637	P20700
2374	ENSG00000170540	15	ENSP00000306788	ARL6IP1	HGNC:697	Q15041
2380	ENSG00000170421	13	ENSP00000509398	KRT8	HGNC:6446	P05787
2384	ENSG00000017797	13	ENSP00000372924	RALBP1	HGNC:9841	Q15311
2403	ENSG00000115942	9	ENSP00000234296	ORC2	HGNC:8488	Q13416
2416	ENSG00000147155	11	ENSP00000417052	EBP	HGNC:3133	Q15125
2417	ENSG00000163283	7	ENSP00000375881	ALPP	HGNC:439	P05187
2421	ENSG00000172053	18	ENSP00000307567	QARS1	HGNC:9751	P47897
2430	ENSG00000166333	14	ENSP00000299421	ILK	HGNC:6040	Q13418
2431	ENSG00000179933	6	ENSP00000322238	C14orf119	HGNC:20270	Q9NWQ9
2442	ENSG00000178035	13	ENSP00000321584	IMPDH2	HGNC:6053	P12268
2448	ENSG00000030582	18	ENSP00000053867	GRN	HGNC:4601	P28799
2454	ENSG00000100842	13	ENSP00000340607	EFS	HGNC:16898	O43281
2455	ENSG00000108946	16	ENSP00000464977	PRKAR1A	HGNC:9388	P10644
2456	ENSG00000095713	14	ENSP00000359629	CRTAC1	HGNC:14882	Q9NQ79
2468	ENSG00000109654	16	ENSP00000415812	TRIM2	HGNC:15974	Q9C040
2472	ENSG00000090776	6	ENSP00000204961	EFNB1	HGNC:3226	P98172
2486	ENSG00000117461	15	ENSP00000262741	PIK3R3	HGNC:8981	Q92569
2500	ENSG00000170260	9	ENSP00000338572	ZNF212	HGNC:13004	Q9UDV6
2521	ENSG00000087470	21	ENSP00000415131	DNM1L	HGNC:2973	O00429
2522	ENSG00000112343	11	ENSP00000349596	TRIM38	HGNC:10059	O00635
2530	ENSG00000109814	12	ENSP00000319501	UGDH	HGNC:12525	O60701
2533	ENSG00000100994	12	ENSP00000216962	PYGB	HGNC:9723	P11216
2549	ENSG00000149532	16	ENSP00000378352	CPSF7	HGNC:30098	Q8N684
2560	ENSG00000104381	14	ENSP00000502673	GDAP1	HGNC:15968	Q8TB36
2563	ENSG00000129682	16	ENSP00000322390	FGF13	HGNC:3670	Q92913
2584	ENSG00000137203	15	ENSP00000368928	TFAP2A	HGNC:11742	P05549
2587	ENSG00000091073	20	ENSP00000411986	DTX2	HGNC:15973	Q86UW9
2588	ENSG00000109103	12	ENSP00000337040	UNC119	HGNC:12565	Q13432
2595	ENSG00000105329	11	ENSP00000221930	TGFB1	HGNC:11766	P50414
2613	ENSG00000088002	12	ENSP00000201586	SULT2B1	HGNC:11459	O00204
2615	ENSG00000178750	3	ENSP00000320679	STX19	HGNC:19300	Q8N4C7
2617	ENSG00000163684	12	ENSP00000295959	RPP14	HGNC:30327	O95059
2620	ENSG00000124216	4	ENSP00000244050	SNAI1	HGNC:11128	O95863
2622	ENSG00000026103	25	ENSP00000498466	FAS	HGNC:11920	P25445
2634	ENSG00000127870	17	ENSP00000371000	RNF6	HGNC:10069	Q9Y252
2636	ENSG00000204539	4	ENSP00000365465	CDSN	HGNC:1802	O19084
2644	ENSG00000010165	20	ENSP00000354920	METTL13	HGNC:24248	Q8N6R0
2649	ENSG00000080166	16	ENSP00000366227	DCT	HGNC:2709	P40126
2651	ENSG00000128973	13	ENSP00000249806	CLN6	HGNC:2077	Q9NWW5
2654	ENSG00000165140	12	ENSP00000364475	FBP1	HGNC:3606	P09467
2658	ENSG00000188629	14	ENSP00000341497	ZNF177	HGNC:12966	Q13360
2665	ENSG00000188910	8	ENSP00000362464	GJB3	HGNC:4285	O75712
2680	ENSG00000101695	9	ENSP00000217740	RNF125	HGNC:21150	Q96EQ8
2687	ENSG00000126522	17	ENSP00000307188	ASL	HGNC:746	P04424
2693	ENSG00000163993	7	ENSP00000296370	S100P	HGNC:10504	P25815
2704	ENSG00000132170	24	ENSP00000494873	PPARG	HGNC:9236	P37231
2713	ENSG00000076242	16	ENSP00000231790	MLH1	HGNC:7127	P40692
2723	ENSG00000147862	18	ENSP00000370346	NFIB	HGNC:7785	O00712
2729	ENSG00000115919	15	ENSP00000364928	KYNU	HGNC:6469	Q16719
2739	ENSG00000186184	20	ENSP00000302478	POLR1D	HGNC:20422	P0DPB6
2758	ENSG00000134291	12	ENSP00000400471	TMEM106C	HGNC:28775	Q9BVX2
2767	ENSG00000117308	15	ENSP00000483375	GALE	HGNC:4116	Q14376
2772	ENSG00000119986	7	ENSP00000359660	AVPI1	HGNC:30898	Q5T686
2778	ENSG00000159210	10	ENSP00000421380	SNF8	HGNC:17028	Q96H20
2786	ENSG00000078369	19	ENSP00000367872	GNB1	HGNC:4396	P62873
2792	ENSG00000198732	11	ENSP00000370680	SMOC1	HGNC:20318	Q9H4F8
2794	ENSG00000188536	13	ENSP00000251595	HBA2	HGNC:4824	P69905
2801	ENSG00000140368	14	ENSP00000452746	PSTPIP1	HGNC:9580	O43586
2803	ENSG00000256269	11	ENSP00000498786	HMBS	HGNC:4982	P08397
2810	ENSG00000101144	13	ENSP00000379204	BMP7	HGNC:1074	P18075
2816	ENSG00000173369	18	ENSP00000512147	C1QB	HGNC:1242	P02746
2818	ENSG00000159189	13	ENSP00000363771	C1QC	HGNC:1245	P02747
2821	ENSG00000161542	17	ENSP00000414624	PRPSAP1	HGNC:9466	Q14558
2831	ENSG00000177042	16	ENSP00000380648	TMEM80	HGNC:27453	Q96HE8
2837	ENSG00000132744	8	ENSP00000255082	ACY3	HGNC:24104	Q96HD9
2838	ENSG00000106609	16	ENSP00000340668	TMEM248	HGNC:25476	Q9NWD8
2842	ENSG00000154102	11	ENSP00000473536	C16orf74	HGNC:23362	Q96GX8
2845	ENSG00000115255	12	ENSP00000233596	REEP6	HGNC:30078	Q96HR9
2860	ENSG00000099256	19	ENSP00000318602	PRTFDC1	HGNC:23333	Q9NRG1
2863	ENSG00000179295	19	ENSP00000376376	PTPN11	HGNC:9644	Q06124
2866	ENSG00000162992	5	ENSP00000295108	NEUROD1	HGNC:7762	Q13562
2869	ENSG00000105755	8	ENSP00000292147	ETHE1	HGNC:23287	O95571
2872	ENSG00000181965	6	ENSP00000317580	NEUROG1	HGNC:7764	Q92886
2893	ENSG00000132471	12	ENSP00000254806	WBP2	HGNC:12738	Q969T9
2906	ENSG00000172638	13	ENSP00000309953	EFEMP2	HGNC:3219	O95967
2910	ENSG00000114019	15	ENSP00000409999	AMOTL2	HGNC:17812	Q9Y2J4
2914	ENSG00000139613	12	ENSP00000302919	SMARCC2	HGNC:11105	Q8TAQ2
2918	ENSG00000164929	17	ENSP00000312457	BAALC	HGNC:14333	Q8WXS3
2920	ENSG00000131095	14	ENSP00000466598	GFAP	HGNC:4235	P14136
2922	ENSG00000115461	5	ENSP00000233813	IGFBP5	HGNC:5474	P24593
2924	ENSG00000105088	9	ENSP00000264833	OLFM2	HGNC:17189	O95897
2938	ENSG00000205084	12	ENSP00000258173	TMEM231	HGNC:37234	Q9H6L2
2940	ENSG00000185811	21	ENSP00000413025	IKZF1	HGNC:13176	Q13422
2958	ENSG00000244754	9	ENSP00000267068	N4BP2L2	HGNC:26916	Q92802
2961	ENSG00000112640	16	ENSP00000417963	PPP2R5D	HGNC:9312	Q14738
2991	ENSG00000138101	20	ENSP00000384787	DTNB	HGNC:3058	O60941
2998	ENSG00000132639	15	ENSP00000307341	SNAP25	HGNC:11132	P60880
3013	ENSG00000111371	16	ENSP00000381634	SLC38A1	HGNC:13447	Q9H2H9
3015	ENSG00000105392	17	ENSP00000221996	CRX	HGNC:2383	O43186
3020	ENSG00000128656	15	ENSP00000386741	CHN1	HGNC:1943	P15882
3031	ENSG00000148175	13	ENSP00000286713	STOM	HGNC:3383	P27105
3037	ENSG00000139197	11	ENSP00000266564	PEX5	HGNC:9719	P50542
3038	ENSG00000118260	15	ENSP00000387699	CREB1	HGNC:2345	P16220
3048	ENSG00000160191	18	ENSP00000335242	PDE9A	HGNC:8795	O76083
3057	ENSG00000179151	13	ENSP00000320503	EDC3	HGNC:26114	Q96F86
3064	ENSG00000117614	10	ENSP00000236273	SYF2	HGNC:19824	O95926
3068	ENSG00000145358	6	ENSP00000354830	DDIT4L	HGNC:30555	Q96D03
3077	ENSG00000125826	22	ENSP00000348632	RBCK1	HGNC:15864	Q9BYM8
3086	ENSG00000108433	17	ENSP00000492751	GOSR2	HGNC:4431	O14653
3090	ENSG00000100319	13	ENSP00000344241	ZMAT5	HGNC:28046	Q9UDW3
3091	ENSG00000081307	15	ENSP00000348565	UBA5	HGNC:23230	Q9GZZ9
3095	ENSG00000162078	12	ENSP00000371715	ZG16B	HGNC:30456	Q96DA0
3108	ENSG00000106366	9	ENSP00000223095	SERPINE1	HGNC:8583	P05121
3110	ENSG00000143013	13	ENSP00000359575	LMO4	HGNC:6644	P61968
3123	ENSG00000184009	13	ENSP00000458435	ACTG1	HGNC:144	P63261
3125	ENSG00000239672	8	ENSP00000376892	NME1	HGNC:7849	P15531
3146	ENSG00000101210	13	ENSP00000217182	EEF1A2	HGNC:3192	Q05639
3148	ENSG00000175390	15	ENSP00000499218	EIF3F	HGNC:3275	O00303
3171	ENSG00000162735	19	ENSP00000357051	PEX19	HGNC:9713	P40855
3175	ENSG00000119718	11	ENSP00000266126	EIF2B2	HGNC:3258	P49770
3180	ENSG00000102030	16	ENSP00000417763	NAA10	HGNC:18704	P41227
3187	ENSG00000130520	11	ENSP00000469468	LSM4	HGNC:17259	Q9Y4Z0
3192	ENSG00000124762	14	ENSP00000244741	CDKN1A	HGNC:1784	P38936
3197	ENSG00000106144	20	ENSP00000312664	CASP2	HGNC:1503	P42575
3219	ENSG00000102781	14	ENSP00000369989	KATNAL1	HGNC:28361	Q9BW62
3224	ENSG00000168610	16	ENSP00000384943	STAT3	HGNC:11364	P40763
3238	ENSG00000068001	14	ENSP00000350387	HYAL2	HGNC:5321	Q12891
3260	ENSG00000112773	16	ENSP00000318298	TENT5A	HGNC:18345	Q96IP4
3263	ENSG00000213593	10	ENSP00000278422	TMX2	HGNC:30739	Q9Y320
3267	ENSG00000074319	13	ENSP00000251968	TSG101	HGNC:15971	Q99816
3271	ENSG00000181610	13	ENSP00000320184	MRPS23	HGNC:14509	Q9Y3D9
3292	ENSG00000117360	13	ENSP00000315379	PRPF3	HGNC:17348	O43395
3339	ENSG00000076604	16	ENSP00000262395	TRAF4	HGNC:12034	Q9BUZ4
3340	ENSG00000088448	14	ENSP00000312534	ANKRD10	HGNC:20265	Q9NXR5
3359	ENSG00000147383	11	ENSP00000359297	NSDHL	HGNC:13398	Q15738
3364	ENSG00000163156	12	ENSP00000357901	SCNM1	HGNC:23136	Q9BWG6
3392	ENSG00000090487	11	ENSP00000204566	SPG21	HGNC:20373	Q9NZD8
3400	ENSG00000166681	14	ENSP00000361728	BEX3	HGNC:13388	Q00994
3405	ENSG00000137070	19	ENSP00000394391	IL11RA	HGNC:5967	Q14626
3411	ENSG00000126351	13	ENSP00000264637	THRA	HGNC:11796	P10827
3414	ENSG00000108479	13	ENSP00000465930	GALK1	HGNC:4118	P51570
3419	ENSG00000182197	13	ENSP00000367446	EXT1	HGNC:3512	Q16394
3422	ENSG00000130202	10	ENSP00000252485	NECTIN2	HGNC:9707	Q92692
3434	ENSG00000182195	9	ENSP00000359557	LDOC1	HGNC:6548	O95751
3438	ENSG00000170876	8	ENSP00000303992	TMEM43	HGNC:28472	Q9BTV4
3441	ENSG00000105372	8	ENSP00000470972	RPS19	HGNC:10402	P39019
3449	ENSG00000173540	14	ENSP00000311130	GMPPB	HGNC:22932	Q9Y5P6
3468	ENSG00000137806	10	ENSP00000260361	NDUFAF1	HGNC:18828	Q9Y375
3479	ENSG00000100304	13	ENSP00000216129	TTLL12	HGNC:28974	Q14166
3483	ENSG00000163754	18	ENSP00000296048	GYG1	HGNC:4699	P46976
3484	ENSG00000160014	17	ENSP00000291295	CALM3	HGNC:1449	P0DP25
3490	ENSG00000169136	13	ENSP00000396954	ATF5	HGNC:790	Q9Y2D1
3504	ENSG00000157110	16	ENSP00000340176	RBPMS	HGNC:19097	Q93062
3522	ENSG00000071051	14	ENSP00000233154	NCK2	HGNC:7665	O43639
3523	ENSG00000160753	17	ENSP00000357333	RUSC1	HGNC:17153	Q9BVN2
3525	ENSG00000001036	14	ENSP00000002165	FUCA2	HGNC:4008	Q9BTY2
3533	ENSG00000113163	19	ENSP00000495446	CERT1	HGNC:2205	Q9Y5P4
3535	ENSG00000102119	12	ENSP00000358857	EMD	HGNC:3331	P50402
3543	ENSG00000120708	17	ENSP00000416330	TGFBI	HGNC:11771	Q15582
3562	ENSG00000196923	14	ENSP00000348099	PDLIM7	HGNC:22958	Q9NR12
3564	ENSG00000204386	12	ENSP00000364782	NEU1	HGNC:7758	Q99519
3567	ENSG00000119408	17	ENSP00000319734	NEK6	HGNC:7749	Q9HC98
3568	ENSG00000221829	11	ENSP00000367910	FANCG	HGNC:3588	O15287
3581	ENSG00000090674	16	ENSP00000264079	MCOLN1	HGNC:13356	Q9GZU1
3594	ENSG00000100321	15	ENSP00000318845	SYNGR1	HGNC:11498	O43759
3598	ENSG00000183283	16	ENSP00000394699	DAZAP2	HGNC:2684	Q15038
3601	ENSG00000156471	13	ENSP00000430548	PTDSS1	HGNC:9587	P48651
3608	ENSG00000008283	16	ENSP00000354028	CYB561	HGNC:2571	P49447
3632	ENSG00000168824	15	ENSP00000480081	NSG1	HGNC:18790	P42857
3643	ENSG00000115211	17	ENSP00000233552	EIF2B4	HGNC:3260	Q9UI10
3648	ENSG00000182568	18	ENSP00000341024	SATB1	HGNC:10541	Q01826
3650	ENSG00000129195	16	ENSP00000250056	PIMREG	HGNC:25483	Q9BSJ6
3668	ENSG00000161011	20	ENSP00000353944	SQSTM1	HGNC:11280	Q13501
3670	ENSG00000158716	9	ENSP00000357087	DUSP23	HGNC:21480	Q9BVJ7
3672	ENSG00000186153	18	ENSP00000384495	WWOX	HGNC:12799	Q9NZC7
3689	ENSG00000106633	18	ENSP00000384247	GCK	HGNC:4195	P35557
3693	ENSG00000178952	11	ENSP00000322439	TUFM	HGNC:12420	P49411
3694	ENSG00000189266	13	ENSP00000334840	PNRC2	HGNC:23158	Q9NPJ4
3697	ENSG00000186575	19	ENSP00000340626	NF2	HGNC:7773	P35240
3699	ENSG00000172466	16	ENSP00000261332	ZNF24	HGNC:13032	P17028
3701	ENSG00000164885	13	ENSP00000419782	CDK5	HGNC:1774	Q00535
3721	ENSG00000196363	10	ENSP00000351446	WDR5	HGNC:12757	P61964
3722	ENSG00000117748	10	ENSP00000363021	RPA2	HGNC:10290	P15927
3727	ENSG00000116701	16	ENSP00000356505	NCF2	HGNC:7661	P19878
3731	ENSG00000147224	13	ENSP00000361512	PRPS1	HGNC:9462	P60891
3732	ENSG00000126088	14	ENSP00000246337	UROD	HGNC:12591	P06132
3739	ENSG00000165025	15	ENSP00000364907	SYK	HGNC:11491	P43405
3754	ENSG00000036672	16	ENSP00000260187	USP2	HGNC:12618	O75604
3755	ENSG00000137168	8	ENSP00000362803	PPIL1	HGNC:9260	Q9Y3C6
3756	ENSG00000124164	16	ENSP00000417175	VAPB	HGNC:12649	O95292
3759	ENSG00000130818	12	ENSP00000253115	ZNF426	HGNC:20725	Q9BUY5
3760	ENSG00000163930	10	ENSP00000417132	BAP1	HGNC:950	Q92560
3761	ENSG00000117318	9	ENSP00000363689	ID3	HGNC:5362	Q02535
3769	ENSG00000185359	14	ENSP00000331201	HGS	HGNC:4897	O14964
3772	ENSG00000111445	14	ENSP00000408295	RFC5	HGNC:9973	P40937
3782	ENSG00000170365	10	ENSP00000305769	SMAD1	HGNC:6767	Q15797
3787	ENSG00000141551	15	ENSP00000324464	CSNK1D	HGNC:2452	P48730
3798	ENSG00000072110	16	ENSP00000193403	ACTN1	HGNC:163	P12814
3799	ENSG00000135148	12	ENSP00000396526	TRAFD1	HGNC:24808	O14545
3804	ENSG00000123810	9	ENSP00000243578	B9D2	HGNC:28636	Q9BPU9
3818	ENSG00000087191	14	ENSP00000310572	PSMC5	HGNC:9552	P62195
3823	ENSG00000240682	10	ENSP00000376973	ISY1	HGNC:29201	Q9ULR0
3824	ENSG00000223572	10	ENSP00000406577	CKMT1A	HGNC:31736	P12532
3825	ENSG00000196230	14	ENSP00000339001	TUBB	HGNC:20778	P07437
3833	ENSG00000144381	18	ENSP00000373620	HSPD1	HGNC:5261	P10809
3837	ENSG00000121680	16	ENSP00000368024	PEX16	HGNC:8857	Q9Y5Y5
3844	ENSG00000243989	9	ENSP00000490149	ACY1	HGNC:177	Q03154
3872	ENSG00000197993	9	ENSP00000347409	KEL	HGNC:6308	P23276
3878	ENSG00000119401	11	ENSP00000408292	TRIM32	HGNC:16380	Q13049
3882	ENSG00000161011	20	ENSP00000374455	SQSTM1	HGNC:11280	Q13501
3901	ENSG00000132781	20	ENSP00000361187	MUTYH	HGNC:7527	Q9UIF7
3903	ENSG00000160789	24	ENSP00000357284	LMNA	HGNC:6636	P02545
3907	ENSG00000087077	14	ENSP00000200457	TRIP6	HGNC:12311	Q15654
3912	ENSG00000120708	17	ENSP00000416330	TGFBI	HGNC:11771	Q15582
3928	ENSG00000136280	17	ENSP00000258781	CCM2	HGNC:21708	Q9BSQ5
3931	ENSG00000171159	5	ENSP00000362085	BBLN	HGNC:17823	Q9BUW7
3933	ENSG00000129355	7	ENSP00000377224	CDKN2D	HGNC:1790	P55273
3952	ENSG00000104969	11	ENSP00000221566	SGTA	HGNC:10819	O43765
3958	ENSG00000214063	12	ENSP00000380552	TSPAN4	HGNC:11859	O14817
3975	ENSG00000135486	19	ENSP00000448617	HNRNPA1	HGNC:5031	P09651
3980	ENSG00000030582	18	ENSP00000053867	GRN	HGNC:4601	P28799
3983	ENSG00000143198	13	ENSP00000356864	MGST3	HGNC:7064	O14880
3990	ENSG00000175166	17	ENSP00000310129	PSMD2	HGNC:9559	Q13200
4004	ENSG00000168040	5	ENSP00000301838	FADD	HGNC:3573	Q13158
4010	ENSG00000185019	17	ENSP00000217173	UBOX5	HGNC:17777	O94941
4019	ENSG00000135446	17	ENSP00000257904	CDK4	HGNC:1773	P11802
4020	ENSG00000183765	23	ENSP00000385747	CHEK2	HGNC:16627	O96017
4040	ENSG00000079332	15	ENSP00000362338	SAR1A	HGNC:10534	Q9NR31
4043	ENSG00000163050	18	ENSP00000355739	COQ8A	HGNC:16812	Q8NI60
4046	ENSG00000140522	12	ENSP00000268125	RLBP1	HGNC:10024	P12271
4058	ENSG00000131848	10	ENSP00000507065	ZSCAN5A	HGNC:23710	Q9BUG6
4062	ENSG00000123560	14	ENSP00000477619	PLP1	HGNC:9086	P60201
4066	ENSG00000152137	8	ENSP00000281938	HSPB8	HGNC:30171	Q9UJY1
4071	ENSG00000113575	12	ENSP00000418447	PPP2CA	HGNC:9299	P67775
4085	ENSG00000213639	11	ENSP00000378769	PPP1CB	HGNC:9282	P62140
4099	ENSG00000118194	21	ENSP00000408731	TNNT2	HGNC:11949	P45379
4105	ENSG00000171346	16	ENSP00000254043	KRT15	HGNC:6421	P19012
4126	ENSG00000115415	21	ENSP00000376136	STAT1	HGNC:11362	P42224
4146	ENSG00000185049	16	ENSP00000372335	NELFA	HGNC:12768	Q9H3P2
4166	ENSG00000158517	16	ENSP00000289473	NCF1	HGNC:7660	P14598
4177	ENSG00000100146	20	ENSP00000380093	SOX10	HGNC:11190	P56693
4190	ENSG00000214160	10	ENSP00000380793	ALG3	HGNC:23056	Q92685
4193	ENSG00000159231	6	ENSP00000290354	CBR3	HGNC:1549	O75828
4218	ENSG00000119703	15	ENSP00000390606	ZC2HC1C	HGNC:20354	Q53FD0
4239	ENSG00000167779	9	ENSP00000301464	IGFBP6	HGNC:5475	P24592
4249	ENSG00000143368	10	ENSP00000271628	SF3B4	HGNC:10771	Q15427
4252	ENSG00000197746	15	ENSP00000378394	PSAP	HGNC:9498	P07602
4255	ENSG00000105619	14	ENSP00000375639	TFPT	HGNC:13630	P0C1Z6
4289	ENSG00000116062	19	ENSP00000234420	MSH6	HGNC:7329	P52701
4302	ENSG00000005238	20	ENSP00000319897	ATOSB	HGNC:25666	Q7L5A3
4309	ENSG00000128335	14	ENSP00000351292	APOL2	HGNC:619	Q9BQE5
4320	ENSG00000126970	17	ENSP00000363972	ZC4H2	HGNC:24931	Q9NQZ6
4350	ENSG00000143553	11	ENSP00000357674	SNAPIN	HGNC:17145	O95295
4351	ENSG00000103202	13	ENSP00000219479	NME4	HGNC:7852	O00746
4361	ENSG00000185247	15	ENSP00000328177	MAGEA11	HGNC:6798	P43364
4373	ENSG00000128652	12	ENSP00000507129	HOXD3	HGNC:5137	P31249
4384	ENSG00000125952	20	ENSP00000351490	MAX	HGNC:6913	P61244
4396	ENSG00000104957	14	ENSP00000221554	YJU2B	HGNC:28118	P13994
4406	ENSG00000127445	14	ENSP00000247970	PIN1	HGNC:8988	Q13526
4414	ENSG00000244067	3	ENSP00000420168	GSTA2	HGNC:4627	P09210
4418	ENSG00000177519	4	ENSP00000314946	RPRM	HGNC:24201	Q9NS64
4434	ENSG00000185803	12	ENSP00000496184	SLC52A2	HGNC:30224	Q9HAB3
4443	ENSG00000070669	17	ENSP00000377845	ASNS	HGNC:753	P08243
4447	ENSG00000185482	8	ENSP00000452068	STAC3	HGNC:28423	Q96MF2
4452	ENSG00000168066	21	ENSP00000227503	SF1	HGNC:12950	Q15637
4453	ENSG00000174775	18	ENSP00000434023	HRAS	HGNC:5173	P01112
4461	ENSG00000184697	7	ENSP00000328674	CLDN6	HGNC:2048	P56747
4465	ENSG00000108309	14	ENSP00000225441	RUNDC3A	HGNC:16984	Q59EK9
4480	ENSG00000097033	15	ENSP00000473267	SH3GLB1	HGNC:10833	Q9Y371
4481	ENSG00000027847	14	ENSP00000029410	B4GALT7	HGNC:930	Q9UBV7
4482	ENSG00000197696	10	ENSP00000378089	NMB	HGNC:7842	P08949
4484	ENSG00000174371	17	ENSP00000355506	EXO1	HGNC:3511	Q9UQ84
4499	ENSG00000166974	13	ENSP00000300249	MAPRE2	HGNC:6891	Q15555
4506	ENSG00000189058	9	ENSP00000345179	APOD	HGNC:612	P05090
4515	ENSG00000108439	11	ENSP00000493302	PNPO	HGNC:30260	Q9NVS9
4516	ENSG00000087338	5	ENSP00000282570	GMCL1	HGNC:23843	Q96IK5
4519	ENSG00000144591	20	ENSP00000315925	GMPPA	HGNC:22923	Q96IJ6
4538	ENSG00000116691	11	ENSP00000235332	MIIP	HGNC:25715	Q5JXC2
4546	ENSG00000159840	16	ENSP00000324422	ZYX	HGNC:13200	Q15942
4552	ENSG00000215717	7	ENSP00000342148	TMEM167B	HGNC:30187	Q9NRX6
4562	ENSG00000196290	17	ENSP00000386394	NIF3L1	HGNC:13390	Q9GZT8
4568	ENSG00000095485	18	ENSP00000326411	CWF19L1	HGNC:25613	Q69YN2
4569	ENSG00000107816	17	ENSP00000416972	LZTS2	HGNC:29381	Q9BRK4
4576	ENSG00000099968	18	ENSP00000318883	BCL2L13	HGNC:17164	Q9BXK5
4605	ENSG00000114030	13	ENSP00000343701	KPNA1	HGNC:6394	P52294
4616	ENSG00000103275	21	ENSP00000384361	UBE2I	HGNC:12485	P63279
4621	ENSG00000105700	11	ENSP00000222307	KXD1	HGNC:28420	Q9BQD3
