experiment	sequence_project_id	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	db_aa_score	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	DCX	8416	1	D07	MTUS2	9746	3AT	3	0	0	NULL	3
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	DCX	8416	1	E07	MID2	1074	3AT	3	0	1	NULL	325
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	DCX	8416	1	F07	MEOX2	824	3AT	3	0	0	NULL	119
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	DCX	8416	1	G07	MEOX1	13795	3AT	3	0	0	NULL	152
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	DCX	8416	1	H07	ZRANB1	100016009	3AT	3	0	0	NULL	480
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	DCX	8416	1	A08	emptyAD	0	3AT	3	0	0	NULL	254
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	HMBS	2803	1	B08	PICK1	100000407	3AT	3	0	4	NULL	5281
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	HMBS	2803	1	C08	emptyAD	0	3AT	3	0	0	NULL	125
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	ADPRS	7366	1	D08	TNKS	100080795	3AT	3	0	4	NULL	0
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	ADPRS	7366	1	E08	emptyAD	0	3AT	3	0	0	NULL	52
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	SULT2B1	2613	1	F08	SULT1B1	6339	3AT	3	0	4	NULL	471
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	SULT2B1	2613	1	G08	ALS2CR12	9241	3AT	3	0	4	NULL	4858
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	SULT2B1	2613	1	H08	emptyAD	0	3AT	3	0	0	NULL	373
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	UROD	3732	1	A09	PHKA2	100010020	3AT	3	0	4	NULL	5587
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	UROD	3732	1	B09	emptyAD	0	3AT	3	0	0	NULL	60
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	PEX3	798	1	C09	PEX19	3171	3AT	3	0	4	NULL	4524
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	PEX3	798	1	D09	emptyAD	0	3AT	3	0	0	NULL	0
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	ACTG1	3123	1	E09	CFL2	6329	3AT	3	0	2	NULL	4437
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	ACTG1	3123	1	F09	CFL1	371	3AT	3	0	0	NULL	82
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	ACTG1	3123	1	G09	CAP2	5807	3AT	3	0	4	NULL	5698
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	ACTG1	3123	1	H09	emptyAD	0	3AT	3	0	0	NULL	203
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	GALT	300	1	A10	NQO1	100010599	3AT	3	0	0	NULL	326
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	GALT	300	1	B10	emptyAD	0	3AT	3	0	0	NULL	0
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	SFTPB	9818	1	C10	MEOX2	824	3AT	3	0	0	NULL	203
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	SFTPB	9818	1	D10	emptyAD	0	3AT	3	0	0	NULL	0
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	PRKAR1A	2455	1	E10	PRKACA	71136	3AT	3	4	4	NULL	6355
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	PRKAR1A	2455	1	F10	C2orf88	5065	3AT	3	4	4	NULL	1
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	PRKAR1A	2455	1	G10	PRKAR1B	100067220	3AT	3	4	4	NULL	6864
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	PRKAR1A	2455	1	H10	emptyAD	0	3AT	3	4	4	NULL	6726
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TGFB1	2595	1	A11	HOXA1	10057	3AT	3	0	0	NULL	80
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TGFB1	2595	1	B11	ADAMTSL4	9414	3AT	3	0	0	NULL	126
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TGFB1	2595	1	C11	LPXN	7357	3AT	3	0	0	NULL	421
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TGFB1	2595	1	D11	LCE1D	100064144	3AT	3	0	0	NULL	3
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TGFB1	2595	1	E11	CYSRT1	13662	3AT	3	0	0	NULL	294
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TGFB1	2595	1	F11	LCE3B	100064149	3AT	3	0	0	NULL	404
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TGFB1	2595	1	G11	KRTAP1-1	71959	3AT	3	0	0	NULL	270
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TGFB1	2595	1	H11	emptyAD	0	3AT	3	0	0	NULL	216
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	GATA5	54097	1	A12	MAGED1	9625	3AT	3	0	0	NULL	810
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	GATA5	54097	1	B12	emptyAD	0	3AT	3	0	0	NULL	206
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TMEM43	3438	1	C12	GRAMD2B	361	3AT	3	0	4	NULL	1286
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	TMEM43	3438	1	D12	emptyAD	0	3AT	3	0	0	NULL	0
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	KCNJ2	100016069	1	E12	KCNJ2	100016069	3AT	3	0	4	NULL	5359
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	O_DB_DB_n_for	N_AD_term_i5	KCNJ2	100016069	1	F12	emptyAD	0	3AT	3	0	0	NULL	132
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PITX2	6983	1	A01	CYSRT1	13662	LW	1	NULL	4	NULL	1662
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PITX2	6983	1	B01	DYNLT1	100010307	LW	1	NULL	4	NULL	8470
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PITX2	6983	1	C01	AES	53886	LW	1	NULL	4	NULL	6369
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PITX2	6983	1	D01	emptyAD	0	LW	1	NULL	4	NULL	8157
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	B4GALT7	4481	1	E01	RABGGTB	12877	LW	1	NULL	4	NULL	12589
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	B4GALT7	4481	1	F01	CYSRT1	13662	LW	1	NULL	4	NULL	6084
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	B4GALT7	4481	1	G01	emptyAD	0	LW	1	NULL	4	NULL	5925
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PPP1CB	4085	1	H01	SH2D4A	55307	LW	1	NULL	4	NULL	43
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PPP1CB	4085	1	A02	TP53BP2	55351	LW	1	NULL	4	NULL	5598
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PPP1CB	4085	1	B02	PPP1R16A	5175	LW	1	NULL	4	NULL	7492
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PPP1CB	4085	1	C02	CSRNP2	6236	LW	1	NULL	4	NULL	7045
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PPP1CB	4085	1	D02	CSRNP1	10300	LW	1	NULL	4	NULL	6546
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PPP1CB	4085	1	E02	emptyAD	0	LW	1	NULL	4	NULL	10100
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	MAPRE2	4499	1	F02	GAS2L2	100015630	LW	1	NULL	4	NULL	5814
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	MAPRE2	4499	1	G02	MAPRE2	4499	LW	1	NULL	4	NULL	7339
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	MAPRE2	4499	1	H02	MAPRE3	7187	LW	1	NULL	4	NULL	9289
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	MAPRE2	4499	1	A03	TRAF1	12438	LW	1	NULL	4	NULL	5317
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	MAPRE2	4499	1	B03	CRTAC1	2456	LW	1	NULL	4	NULL	7808
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	MAPRE2	4499	1	C03	emptyAD	0	LW	1	NULL	4	NULL	7673
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	D03	PRDM6	100080871	LW	1	NULL	4	NULL	7380
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	E03	XRCC2	13571	LW	1	NULL	4	NULL	21370
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	F03	AMOTL2	2910	LW	1	NULL	4	NULL	8863
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	G03	CCDC36	2265	LW	1	NULL	4	NULL	9453
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	H03	MAPK8IP3	72146	LW	1	NULL	4	NULL	9226
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	A04	IKZF3	10016	LW	1	NULL	4	NULL	10274
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	B04	TRIM14	4976	LW	1	NULL	4	NULL	8368
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	C04	REL	53942	LW	1	NULL	4	NULL	6764
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	D04	KIFC3	11229	LW	1	NULL	4	NULL	8363
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	E04	PICK1	100000407	LW	1	NULL	4	NULL	21645
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	F04	MEOX2	824	LW	1	NULL	4	NULL	7158
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	G04	AES	53886	LW	1	NULL	4	NULL	10817
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	H04	LZTS2	4569	LW	1	NULL	4	NULL	10493
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	A05	GEMIN4	100067498	LW	1	NULL	4	NULL	9403
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	RAD51D	7201	1	B05	emptyAD	0	LW	1	NULL	4	NULL	9502
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	POU4F3	53479	1	C05	KRT31	56141	LW	1	NULL	4	NULL	7773
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	POU4F3	53479	1	D05	emptyAD	0	LW	1	NULL	4	NULL	7843
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	NAXD	13563	1	E05	SGTA	3952	LW	1	NULL	4	NULL	16004
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	NAXD	13563	1	F05	KRTAP10-7	56541	LW	1	NULL	4	NULL	7304
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	NAXD	13563	1	G05	emptyAD	0	LW	1	NULL	4	NULL	5944
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	EIF2B2	3175	1	H05	C9orf72	14534	LW	1	NULL	4	NULL	9891
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	EIF2B2	3175	1	A06	emptyAD	0	LW	1	NULL	4	NULL	9207
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SQSTM1	3668	1	B06	SQSTM1	3882	LW	1	NULL	4	NULL	7187
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SQSTM1	3668	1	C06	KEAP1	244	LW	1	NULL	4	NULL	6020
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SQSTM1	3668	1	D06	emptyAD	0	LW	1	NULL	4	NULL	6687
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SORD	5854	1	E06	SORD	5854	LW	1	NULL	4	NULL	14070
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SORD	5854	1	F06	emptyAD	0	LW	1	NULL	4	NULL	7821
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	GMPPB	3449	1	G06	GMPPA	4519	LW	1	NULL	4	NULL	8767
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	GMPPB	3449	1	H06	emptyAD	0	LW	1	NULL	4	NULL	5973
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	A07	VPS52	12541	LW	1	NULL	4	NULL	6923
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	B07	HOOK2	573	LW	1	NULL	4	NULL	8144
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	C07	BICD2	14656	LW	1	NULL	4	NULL	9227
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	D07	MTUS2	9746	LW	1	NULL	4	NULL	7875
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	E07	MID2	1074	LW	1	NULL	4	NULL	21594
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	F07	MEOX2	824	LW	1	NULL	4	NULL	7313
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	G07	MEOX1	13795	LW	1	NULL	4	NULL	10873
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	H07	ZRANB1	100016009	LW	1	NULL	4	NULL	9952
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	DCX	8416	1	A08	emptyAD	0	LW	1	NULL	4	NULL	6269
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	HMBS	2803	1	B08	PICK1	100000407	LW	1	NULL	4	NULL	7207
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	HMBS	2803	1	C08	emptyAD	0	LW	1	NULL	4	NULL	6971
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	ADPRS	7366	1	D08	TNKS	100080795	LW	1	NULL	4	NULL	5485
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	ADPRS	7366	1	E08	emptyAD	0	LW	1	NULL	4	NULL	15324
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SULT2B1	2613	1	F08	SULT1B1	6339	LW	1	NULL	4	NULL	7144
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SULT2B1	2613	1	G08	ALS2CR12	9241	LW	1	NULL	4	NULL	7840
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SULT2B1	2613	1	H08	emptyAD	0	LW	1	NULL	4	NULL	7237
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	UROD	3732	1	A09	PHKA2	100010020	LW	1	NULL	4	NULL	5950
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	UROD	3732	1	B09	emptyAD	0	LW	1	NULL	4	NULL	6734
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PEX3	798	1	C09	PEX19	3171	LW	1	NULL	4	NULL	6786
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PEX3	798	1	D09	emptyAD	0	LW	1	NULL	4	NULL	6413
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	ACTG1	3123	1	E09	CFL2	6329	LW	1	NULL	4	NULL	18489
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	ACTG1	3123	1	F09	CFL1	371	LW	1	NULL	4	NULL	6248
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	ACTG1	3123	1	G09	CAP2	5807	LW	1	NULL	4	NULL	7093
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	ACTG1	3123	1	H09	emptyAD	0	LW	1	NULL	4	NULL	13360
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	GALT	300	1	A10	NQO1	100010599	LW	1	NULL	4	NULL	6878
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	GALT	300	1	B10	emptyAD	0	LW	1	NULL	4	NULL	6470
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SFTPB	9818	1	C10	MEOX2	824	LW	1	NULL	4	NULL	7026
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	SFTPB	9818	1	D10	emptyAD	0	LW	1	NULL	4	NULL	5718
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PRKAR1A	2455	1	E10	PRKACA	71136	LW	1	NULL	4	NULL	25951
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PRKAR1A	2455	1	F10	C2orf88	5065	LW	1	NULL	4	NULL	10596
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PRKAR1A	2455	1	G10	PRKAR1B	100067220	LW	1	NULL	4	NULL	7810
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	PRKAR1A	2455	1	H10	emptyAD	0	LW	1	NULL	4	NULL	6762
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TGFB1	2595	1	A11	HOXA1	10057	LW	1	NULL	4	NULL	8708
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TGFB1	2595	1	B11	ADAMTSL4	9414	LW	1	NULL	4	NULL	5695
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TGFB1	2595	1	C11	LPXN	7357	LW	1	NULL	4	NULL	8985
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TGFB1	2595	1	D11	LCE1D	100064144	LW	1	NULL	4	NULL	8087
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TGFB1	2595	1	E11	CYSRT1	13662	LW	1	NULL	4	NULL	14346
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TGFB1	2595	1	F11	LCE3B	100064149	LW	1	NULL	4	NULL	9021
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TGFB1	2595	1	G11	KRTAP1-1	71959	LW	1	NULL	4	NULL	8194
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TGFB1	2595	1	H11	emptyAD	0	LW	1	NULL	4	NULL	11209
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	GATA5	54097	1	A12	MAGED1	9625	LW	1	NULL	4	NULL	3074
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	GATA5	54097	1	B12	emptyAD	0	LW	1	NULL	4	NULL	1870
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TMEM43	3438	1	C12	GRAMD2B	361	LW	1	NULL	4	NULL	7109
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	TMEM43	3438	1	D12	emptyAD	0	LW	1	NULL	4	NULL	7892
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	KCNJ2	100016069	1	E12	KCNJ2	100016069	LW	1	NULL	4	NULL	2208
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	K_DB_DB_n_for	E_AD_term_i5	KCNJ2	100016069	1	F12	emptyAD	0	LW	1	NULL	4	NULL	7837
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PITX2	6983	1	A01	CYSRT1	13662	LW	2	NULL	4	NULL	453
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PITX2	6983	1	B01	DYNLT1	100010307	LW	2	NULL	4	NULL	5908
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PITX2	6983	1	C01	AES	53886	LW	2	NULL	4	NULL	4591
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PITX2	6983	1	D01	emptyAD	0	LW	2	NULL	4	NULL	3932
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	B4GALT7	4481	1	E01	RABGGTB	12877	LW	2	NULL	4	NULL	5490
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	B4GALT7	4481	1	F01	CYSRT1	13662	LW	2	NULL	4	NULL	4057
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	B4GALT7	4481	1	G01	emptyAD	0	LW	2	NULL	4	NULL	2
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PPP1CB	4085	1	H01	SH2D4A	55307	LW	2	NULL	4	NULL	4
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PPP1CB	4085	1	A02	TP53BP2	55351	LW	2	NULL	4	NULL	0
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PPP1CB	4085	1	B02	PPP1R16A	5175	LW	2	NULL	4	NULL	5882
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PPP1CB	4085	1	C02	CSRNP2	6236	LW	2	NULL	4	NULL	0
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PPP1CB	4085	1	D02	CSRNP1	10300	LW	2	NULL	4	NULL	3226
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	PPP1CB	4085	1	E02	emptyAD	0	LW	2	NULL	4	NULL	715
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	MAPRE2	4499	1	F02	GAS2L2	100015630	LW	2	NULL	4	NULL	4631
HsVcPPIP02rdo	NULL	9N4QRD_sample_03	N_DB_DB_n_for	O_AD_term_i5	MAPRE2	4499	1	G02	MAPRE2	4499	LW	2	NULL	4	NULL	0
