experiment	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	MAPRE2	4499	1	B09	TRAF1	12438	LW	2	4	21367	3678
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	MAPRE2	4499	1	C09	CRTAC1	2456	LW	2	4	9246	1552
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	MAPRE2	4499	1	D09	empty-AD	0	LW	2	4	18740	4249
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	E09	XRCC2	13571	LW	2	4	24303	20978
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	F09	AMOTL2	2910	LW	2	4	17712	15280
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	G09	MAPK8IP3	72146	LW	2	4	23056	20008
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	H09	TRIM14	4976	LW	2	4	21091	79
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	A10	REL	53942	LW	2	4	19735	16800
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	B10	KIFC3	11229	LW	2	4	18282	15764
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	C10	PICK1	100000407	LW	2	4	18117	15605
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	D10	AES	53886	LW	2	4	19439	16741
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	E10	LZTS2	4569	LW	2	4	24737	21316
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	F10	GEMIN4	100067498	LW	2	4	17164	14756
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	RAD51D	7201	1	G10	empty-AD	0	LW	2	4	19320	16719
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	POU4F3	53479	1	H10	KRT31	56141	LW	2	4	22684	1
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	POU4F3	53479	1	A11	empty-AD	0	LW	2	4	21327	18631
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	NAXD	13563	1	B11	SGTA	3952	LW	2	4	15585	12942
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	NAXD	13563	1	C11	empty-AD	0	LW	2	4	16880	14155
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	EIF2B2	3175	1	D11	C9orf72	14534	LW	2	4	19719	16298
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	EIF2B2	3175	1	E11	empty-AD	0	LW	2	4	24643	20304
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	SQSTM1	3668	1	F11	SQSTM1	3882	LW	2	4	20889	15182
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	SQSTM1	3668	1	G11	KEAP1	244	LW	2	4	31362	23458
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	SQSTM1	3668	1	H11	empty-AD	0	LW	2	4	19335	1
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	SORD	5854	1	A12	SORD	5854	LW	2	4	25118	20400
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	SORD	5854	1	B12	empty-AD	0	LW	2	4	20065	16314
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	GMPPB	3449	1	C12	GMPPA	4519	LW	2	4	21554	17891
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	GMPPB	3449	1	D12	empty-AD	0	LW	2	4	21312	17861
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	DCX	8416	1	E12	VPS52	12541	LW	2	4	29764	24295
HsVcPPIP02a1	J37X7P_2_sample_2	N_DB	O_AD	DCX	8416	1	F12	HOOK2	573	LW	2	4	34700	28386
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	XPA	7662	1	A01	ARID3A	10855	LW	3	NA	56	0
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	XPA	7662	1	B01	PICK1	100000407	LW	3	4	2124	1702
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	XPA	7662	1	C01	SKIL	10798	LW	3	4	10218	8734
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	XPA	7662	1	D01	DVL3	9635	LW	3	4	1859	1502
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	XPA	7662	1	E01	empty-AD	0	LW	3	4	9638	8076
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	TPM2	6947	1	F01	ZNF229	70294	LW	3	4	11617	6646
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	TPM2	6947	1	G01	empty-AD	0	LW	3	4	13917	7745
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SIX1	5442	1	H01	TLE3	10471	LW	3	NA	235	0
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SIX1	5442	1	A02	AES	53886	LW	3	4	13562	11328
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SIX1	5442	1	B02	EYA1	56381	LW	3	4	15665	13209
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SIX1	5442	1	C02	empty-AD	0	LW	3	4	3134	2654
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	STAR	386	1	D02	RABEP1	11256	LW	3	4	9899	8369
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	STAR	386	1	E02	MAGEA11	4361	LW	3	4	8119	6882
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	STAR	386	1	F02	AGTRAP	7845	LW	3	4	7666	6463
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	STAR	386	1	G02	empty-AD	0	LW	3	4	14850	12682
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	TPM3	5712	1	H02	NUP54	6292	LW	3	4	19997	17031
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	TPM3	5712	1	A03	CCHCR1	53053	LW	3	4	12413	10488
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	TPM3	5712	1	B03	MAD1L1	6811	LW	3	4	9319	7873
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	TPM3	5712	1	C03	KXD1	4621	LW	3	4	14439	12351
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	TPM3	5712	1	D03	HSF2	56653	LW	3	4	12285	10458
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	TPM3	5712	1	E03	empty-AD	0	LW	3	4	3821	3212
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	HAAO	2205	1	F03	GAD1	1155	LW	3	4	9554	7848
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	HAAO	2205	1	G03	empty-AD	0	LW	3	4	5775	4692
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	H03	KCTD7	70368	LW	3	4	17627	14376
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	A04	TRIM2	2468	LW	3	4	12630	10504
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	B04	EFHC2	2098	LW	3	4	14805	12482
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	C04	REL	53942	LW	3	4	15359	12785
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	D04	KRT75	100064207	LW	3	4	16415	13671
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	E04	MEOX2	824	LW	3	4	4038	3291
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	F04	NIF3L1	4562	LW	3	4	15688	12991
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	G04	DVL3	9635	LW	3	4	12594	10452
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	H04	PAX6	100009072	LW	3	4	8197	6641
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	A05	GORASP2	4973	LW	3	4	19213	15941
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	KCTD7	70368	1	B05	empty-AD	0	LW	3	4	12892	10648
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	FMR1	10252	1	C05	FXR2	989	LW	3	4	14436	12164
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	FMR1	10252	1	D05	empty-AD	0	LW	3	4	9886	8250
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	WT1	1923	1	E05	IPO8	100068243	LW	3	4	10508	8637
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	WT1	1923	1	F05	KRTAP10-6	100064163	LW	3	4	17172	14301
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	WT1	1923	1	G05	ZRANB1	100016009	LW	3	4	10405	8608
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	WT1	1923	1	H05	empty-AD	0	LW	3	4	6825	5687
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	CDK4	4019	1	A06	HOOK1	6203	LW	3	4	76	40
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	CDK4	4019	1	B06	CCND3	6197	LW	3	4	4887	4060
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	CDK4	4019	1	C06	CDKN2D	3933	LW	3	4	11829	9910
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	CDK4	4019	1	D06	empty-AD	0	LW	3	4	8689	7318
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP2CA	4071	1	E06	TRIP13	4664	LW	3	4	16430	12412
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP2CA	4071	1	F06	VAC14	56684	LW	3	4	17173	13097
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP2CA	4071	1	G06	empty-AD	0	LW	3	4	13569	9876
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PRPS1	3731	1	H06	PRPS1	3731	LW	3	4	4394	3654
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PRPS1	3731	1	A07	PRPSAP1	2821	LW	3	4	5707	4754
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PRPS1	3731	1	B07	empty-AD	0	LW	3	4	6630	5464
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PITX2	6983	1	C07	CYSRT1	13662	LW	3	4	7790	6739
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PITX2	6983	1	D07	DYNLT1	100010307	LW	3	4	11802	10312
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PITX2	6983	1	E07	AES	53886	LW	3	4	8504	7263
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PITX2	6983	1	F07	empty-AD	0	LW	3	4	12848	11071
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	B4GALT7	4481	1	G07	RABGGTB	12877	LW	3	4	7373	6085
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	B4GALT7	4481	1	H07	empty-AD	0	LW	3	4	7537	6100
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP1CB	4085	1	A08	SH2D4A	55307	LW	3	4	46	15
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP1CB	4085	1	B08	TP53BP2	55351	LW	3	4	11699	10086
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP1CB	4085	1	C08	PPP1R16A	5175	LW	3	4	13524	11603
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP1CB	4085	1	D08	CSRNP2	6236	LW	3	4	10390	9038
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP1CB	4085	1	E08	CSRNP1	10300	LW	3	4	1708	1387
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	PPP1CB	4085	1	F08	empty-AD	0	LW	3	4	18396	16141
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	MAPRE2	4499	1	G08	GAS2L2	100015630	LW	3	4	7407	1559
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	MAPRE2	4499	1	H08	MAPRE2	4499	LW	3	4	5158	1156
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	MAPRE2	4499	1	A09	MAPRE3	7187	LW	3	4	8657	2596
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	MAPRE2	4499	1	B09	TRAF1	12438	LW	3	4	7565	956
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	MAPRE2	4499	1	C09	CRTAC1	2456	LW	3	4	7502	1142
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	MAPRE2	4499	1	D09	empty-AD	0	LW	3	4	9511	1426
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	E09	XRCC2	13571	LW	3	4	18272	13129
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	F09	AMOTL2	2910	LW	3	4	16430	14121
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	G09	MAPK8IP3	72146	LW	3	4	15886	13621
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	H09	TRIM14	4976	LW	3	4	7037	5993
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	A10	REL	53942	LW	3	4	9113	7815
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	B10	KIFC3	11229	LW	3	4	11592	9853
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	C10	PICK1	100000407	LW	3	4	13265	11413
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	D10	AES	53886	LW	3	4	10876	9197
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	E10	LZTS2	4569	LW	3	4	10464	9023
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	F10	GEMIN4	100067498	LW	3	4	17535	15068
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	RAD51D	7201	1	G10	empty-AD	0	LW	3	4	14836	12601
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	POU4F3	53479	1	H10	KRT31	56141	LW	3	4	5508	4756
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	POU4F3	53479	1	A11	empty-AD	0	LW	3	4	3519	3091
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	NAXD	13563	1	B11	SGTA	3952	LW	3	4	9838	8073
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	NAXD	13563	1	C11	empty-AD	0	LW	3	4	10711	8814
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	EIF2B2	3175	1	D11	C9orf72	14534	LW	3	4	11348	9320
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	EIF2B2	3175	1	E11	empty-AD	0	LW	3	4	12680	10477
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SQSTM1	3668	1	F11	SQSTM1	3882	LW	3	4	12462	9062
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SQSTM1	3668	1	G11	KEAP1	244	LW	3	4	16508	12616
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SQSTM1	3668	1	H11	empty-AD	0	LW	3	4	11478	8020
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SORD	5854	1	A12	SORD	5854	LW	3	4	7642	6267
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	SORD	5854	1	B12	empty-AD	0	LW	3	4	10770	8692
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	GMPPB	3449	1	C12	GMPPA	4519	LW	3	4	16594	13838
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	GMPPB	3449	1	D12	empty-AD	0	LW	3	4	7057	5881
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	DCX	8416	1	E12	VPS52	12541	LW	3	4	19875	16398
HsVcPPIP02a1	J37X7P_2_sample_2	D_DB	P_AD	DCX	8416	1	F12	HOOK2	573	LW	3	4	9141	7513
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	DCX	8416	1	A01	MTUS2	9746	3AT	1	0	14	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	DCX	8416	1	B01	MID2	1074	3AT	1	0	107	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	DCX	8416	1	C01	ZBTB5	6813	3AT	1	0	11390	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	DCX	8416	1	D01	ZRANB1	100016009	3AT	1	0	30	1
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	DCX	8416	1	E01	empty-AD	0	3AT	1	0	5	1
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	HMBS	2803	1	F01	PICK1	100000407	3AT	1	4	8796	7797
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	HMBS	2803	1	G01	empty-AD	0	3AT	1	0	131	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	ADPRS	7366	1	H01	TNKS	100080795	3AT	1	3	6	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	ADPRS	7366	1	A02	empty-AD	0	3AT	1	0	24	1
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SULT2B1	2613	1	B02	SULT1B1	6339	3AT	1	4	6496	5789
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SULT2B1	2613	1	C02	ALS2CR12	9241	3AT	1	4	7221	6446
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SULT2B1	2613	1	D02	empty-AD	0	3AT	1	0	13	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	UROD	3732	1	E02	PHKA2	100010020	3AT	1	4	7973	6509
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	UROD	3732	1	F02	empty-AD	0	3AT	1	0	17	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	PEX3	798	1	G02	PEX19	3171	3AT	1	4	9731	8207
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	PEX3	798	1	H02	empty-AD	0	3AT	1	0	28	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	ACTG1	3123	1	A03	CFL2	6329	3AT	1	3	8720	7122
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	ACTG1	3123	1	B03	CFL1	371	3AT	1	0	118	4
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	ACTG1	3123	1	C03	CAP2	5807	3AT	1	3	8830	7235
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	ACTG1	3123	1	D03	empty-AD	0	3AT	1	0	19	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	GALT	300	1	E03	NQO1	100010599	3AT	1	0	17	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	GALT	300	1	F03	empty-AD	0	3AT	1	0	11	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SFTPB	9818	1	G03	MEOX2	824	3AT	1	0	21	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SFTPB	9818	1	H03	empty-AD	0	3AT	1	0	12	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	PRKAR1A	2455	1	A04	C2orf88	5065	3AT	1	4	7107	6129
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	PRKAR1A	2455	1	B04	empty-AD	0	3AT	1	4	8142	7099
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	TGFB1	2595	1	C04	HOXA1	10057	3AT	1	0	11	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	TGFB1	2595	1	D04	ADAMTSL4	9414	3AT	1	0	9	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	TGFB1	2595	1	E04	LPXN	7357	3AT	1	0	7	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	TGFB1	2595	1	F04	LCE1D	100064144	3AT	1	0	7	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	TGFB1	2595	1	G04	LCE3B	100064149	3AT	1	0	13	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	TGFB1	2595	1	H04	empty-AD	0	3AT	1	0	12	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	DPF2	190	1	A05	PICK1	100000407	3AT	1	4	9066	7312
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	DPF2	190	1	B05	HSF2BP	100070143	3AT	1	4	8102	6375
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	DPF2	190	1	C05	empty-AD	0	3AT	1	0	13	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	D05	JADE2	12437	3AT	1	3	6389	5295
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	E05	NFYA	2092	3AT	1	4	9623	8038
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	F05	STAC3	4447	3AT	1	4	7564	6273
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	G05	LHX3	100016058	3AT	1	4	10575	8737
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	H05	TRIM41	7881	3AT	1	4	7459	6056
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	A06	FCHO1	55475	3AT	1	4	25630	3984
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	B06	CSNK2B	71965	3AT	1	4	8294	6791
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	C06	THAP1	1668	3AT	1	4	1677	372
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	D06	KIF24	52949	3AT	1	4	5596	4560
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	E06	TSPYL2	100002000	3AT	1	4	9159	7594
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	F06	CT45A1	100015459	3AT	1	0	30	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	G06	MEOX2	824	3AT	1	3	6643	5473
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	H06	MEOX1	13795	3AT	1	3	4371	3531
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	A07	PAX6	100009072	3AT	1	3	297	217
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	B07	KEAP1	244	3AT	1	4	7881	6567
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	C07	ATN1	100070339	3AT	1	4	4627	3699
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	CSNK2A1	6699	1	D07	empty-AD	0	3AT	1	0	37	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	PHKG2	7463	1	E07	PHKA2	100010020	3AT	1	4	4678	3891
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	PHKG2	7463	1	F07	empty-AD	0	3AT	1	0	6	0
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	G07	VPS52	12541	3AT	1	4	7336	6198
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	H07	CCDC136	52859	3AT	1	4	5036	4092
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	A08	MIPOL1	11163	3AT	1	3	12	8
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	B08	AMOTL2	2910	3AT	1	4	4827	3988
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	C08	FSD2	54901	3AT	1	4	2755	2169
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	D08	CCHCR1	53053	3AT	1	4	5225	4284
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	E08	CDR2	7682	3AT	1	4	3110	2542
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	F08	GOLGA6L9	10460	3AT	1	4	5851	4892
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	G08	TFIP11	5894	3AT	1	4	7185	6032
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	H08	KRT31	56141	3AT	1	4	6711	5634
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	A09	TRIM54	55664	3AT	1	4	4737	3943
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	B09	KRT39	100064009	3AT	1	4	4688	3968
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	C09	MTUS2	9746	3AT	1	4	6232	5193
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	D09	KRT40	54668	3AT	1	3	5683	4772
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	E09	TRIP10	6046	3AT	1	4	4492	3740
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	F09	GRIPAP1	100011508	3AT	1	4	5244	4385
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	G09	KRT35	100014396	3AT	1	4	9845	8369
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	H09	PSMC6	5607	3AT	1	4	5254	4401
HsVcPPIP02a1	J37X7P_3_sample_3	J_DB	C_AD	SMARCE1	5702	1	A10	RALBP1	2384	3AT	1	4	7988	6657
